index;question;document;old_topic;new_topic;similarity;reassigned;stage
1229;Apa tujuan utama psikologi komunikasi dalam menganalisis proses komunikasi?;tuju utama psikologi komunikasi analis proses komunikasi psikologi komunikasi detektif perilaku tuju urai komunikasi reaksi ramal stimulus prediksi reaksi netizen postingan akhir kendali arti ngatur komunikasi efek sesuai harap pesan gerak inti komunikasi jernih makna;-1;-1;0.5144915;FALSE;rejected
1234;Aku sering salah paham sama postingan temen di medsos, kayak mereka nyindir. Gimana caranya biar aku lebih jernih nangkap pesan?;salah paham postingan temen medsos nyindir jernih nangkap pesan salah paham medsos main telepon rusak pesan jernih baca postingan pelan pelan perhati konteks canda serius nyindir langsung santai postinganmu lewat jangan buru buru asumsi emosi jeda balas faktor mood alam salah tangkap postingan decode;-1;9;0.77812815;TRUE;high
1238;Aku pengen bantu temen yang lagi susah lewat medsos, tapi takut nggak banyak yang peduli. Gimana caranya biar orang tergerak ikut bantu?;temen susah lewat medsos takut peduli gerak temen luar lewat medsos gerak emosional temenku juang bangkit tambahin detail connect butuh dana operasi nyentuh aksi jelas donasi ribu bareng grup relevan respon dukung situasi temenmu galang sukses;-1;-1;0.64982504;FALSE;rejected
1239;Aku sering emosi pas baca komen negatif di medsos, kayak ikut-ikutan marah. Gimana caranya biar aku tetep tenang?;emosi baca komen negatif medsos marah tenang komen negatif medsos cepet nyebar emosi panas nama efek tular emosi tenang jeda balas detik diri worth marah emosi catat pribadi langsung komen konten positif follow senyum momen emosi gara gara komen trik stay chill;-1;9;0.675141;TRUE;medium
1243;Aku pengen bikin kampanye kesehatan mental di medsos, tapi takut nggak dilupain. Gimana caranya biar pesannya nempel?;kampanye sehat mental medsos takut dilupain pesan nempel kampanye sehat mental misi mulia dukung penuh pesan nempel konten ngerasa connect down lega fakta simpel meditasi otak tenang tambahin visual infografis ceria aksi momen bahagia komen konsisten posting balas interaksi ingat trik kampanye ngena;-1;9;0.69633377;TRUE;medium
1244;Aku takut posting pendapat di medsos karena sering dihakimi netizen. Gimana caranya biar aku berani tanpa takut dicela?;takut posting medsos hakim netizen berani takut cela takut hakim netizen takut panggung rame berani ringan grup kecil support sopan tuju denger cela balas tenang makasih masuk pikirin feedback positif susun percaya diri;-1;11;0.7876906;TRUE;high
1248;Aku pengen gabung komunitas medsos yang peduli kesehatan mental, tapi takut nggak diterima. Gimana caranya biar aku pede ikutan?;gabung medsos peduli sehat mental takut terima pede gabung sehat mental masuk circle penuh empati terima pede baca postingan komen sederhana baca sendiri kecil nyaman meditasi jangan takut hangat takut gabung masuk percaya diri;-1;1;0.7278802;TRUE;medium
1249;Aku pengen bikin video medsos tentang self-care, tapi takut nggak ngefek. Gimana caranya biar orang terinspirasi?;medsos self care takut ngefek inspirasi self care tari keren ngefek relatable lupa jaga diri journaling tips simpel cukup visual calming pastel aksi self care interaksi tonton lewat komen inspiratif;-1;-1;0.6472591;FALSE;rejected
1250;Aku takut bikin postingan soal kesehatan mental karena takut dicela, tapi pengen bantu orang lain. Gimana caranya biar aku berani?;takut postingan sehat mental takut cela berani lewat postingan sehat mental niat mulia dukung takut cela konten netral suportif meditasi tips self care post grup positif sehat mental responnya hangat cela balas tenang makasih masuk dukung postinganmu pede;-1;9;0.6926311;TRUE;medium
1252;Aku baru gabung grup medsos profesional, tapi ngerasa outsider. Gimana caranya biar aku diterima dan aktif?;gabung grup medsos profesional ngerasa outsider terima gabung grup profesional masuk studio musik awal grogi grup tutup ikat kuat kenal kerja bidang komen postingan insight strategi tips anggota senior saran diskusi kenal grup;-1;-1;0.56906813;FALSE;rejected
1254;Apa yang dimaksud dengan ruang publik dalam konteks psikologi komunikasi?;ruang publik konteks psikologi komunikasi ruang publik panggung ngomong turut habermas tempat siapa sosial politik ekonomi dominasi diskusi forum medsos alir saling psikologi komunikasi ruang paham opini bentuk pengaruh perilaku sosial;-1;-1;0.6447778;FALSE;rejected
1260;Aku pengen bikin kampanye kesehatan mental di medsos, tapi takut nggak dilupain. Gimana caranya biar pesannya ngena?;kampanye sehat mental medsos takut dilupain pesan ngena kampanye sehat mental misi super keren nyentuh hati ngena konten connect down meditasi visual ceria infografis fakta ringan jalan kaki mood naik aksi simpel tips self care konsisten posting balas komen rame kampanye susun strategi bareng;-1;9;0.69257236;TRUE;medium
1261;Aku sering emosi pas baca komen negatif di medsos, kayak nggak bisa kontrol. Apa yang lagi terjadi sama aku?;emosi baca komen negatif medsos kontrol emosi baca komen negatif badai kecil hati psikologi dorong emosi alami superego nilai tenang usaha nyeimbangin kewalahan emosi jurnal langsung komen konten positif kesel opini momen emosi tenang;-1;9;0.6634635;TRUE;medium
1262;Aku ngerasa pendapatku di grup medsos nggak dihargai, kayak didominasi orang lain. Gimana caranya biar suasananya lebih adil?;ngerasa grup medsos harga dominasi suasana adil harga grup didenger sebel suasana adil tunjukkin respect bagus tambahin percaya diri dominasi usul atur gilir ngomong admin grup grup dengar;-1;-1;0.63081056;FALSE;rejected
1264;Aku pengen bikin komunitas medsos yang kolaboratif, tapi nggak tahu topik apa yang bikin orang antusias. Ada saran?;medsos kolaboratif tahu topik antusias saran kolaboratif panggung bareng seru pilih topik hati getar sehat mental seni bahagia momen positif posting momen kecil senyum kolaborasi challenge self care ruang anggota passion topik antusias;-1;-1;0.597896;FALSE;rejected
1265;Aku sering ngerasa nggak nyambung sama orang di forum medsos, kayak beda dunia. Gimana caranya biar aku lebih connect?;ngerasa nyambung forum medsos connect nyambung forum main musik kunci interaksi sosial medsos emang tricky titik topik dengar relate jaga ramah diskusi ringan nyaman susah forum sesuai vibe forum bareng;-1;9;0.6551952;TRUE;medium
1271;Aku merasa grup medsosku nggak nyaman, kayak orang cuma debat. Gimana caranya biar grup lebih santai dan suportif?;grup medsosku nyaman debat grup santai suportif grup debat panggung musik tegang nyaman usulin topik santai senyum atur simpel diskusi jaga respect giat positif tips self care debat panas moderasi dinginin solusi puji suportif keren grup kafe virtual cozy;-1;9;0.6754281;TRUE;medium
1274;Apa yang dimaksud dengan opini publik menurut psikologi komunikasi?;opini publik turut psikologi komunikasi opini publik kolektif hati sikap rata rata masyarakat penting bijak sosial bentuk lewat obrol diskusi nilai rasional nyata medsos psikologi komunikasi opini publik cermin interaksi sosial bentuk mikir tindak bareng;-1;9;0.6614215;TRUE;medium
1275;Apa tujuan utama psikologi komunikasi dalam menganalisis proses komunikasi?;tuju utama psikologi komunikasi analis proses komunikasi psikologi komunikasi detektif nyari tahu rahasia balik obrol tuju urai komunikasi ramal reaksi hadap pesan kendali komunikasi efektif ngeliat komunikator pesan komunikan kata kata marah tuju inti komunikasi jembatan kuat saling;-1;-1;0.5638894;FALSE;rejected
1276;Aku pengen bikin postingan medsos yang bikin orang peduli sama isu kesehatan mental, tapi takut nggak dilupain. Gimana caranya biar ngena?;postingan medsos peduli sehat mental takut dilupain ngena misi sehat mental luar nyentuh jiwa postinganmu ngena connect down lega tambahin fakta simpel struggle mental health visual hangat infografis lembut aksi tips self care konsisten post balas komen rame postinganmu susun bareng;-1;9;0.70484984;TRUE;medium
1286;Aku pengen bikin grup medsos yang bikin orang merasa didukung, tapi takut nggak nyambung. Gimana caranya biar grupku hidup?;grup medsos dukung takut nyambung grup hidup grup suportif ciptain kafe virtual betah hidup vibe positif posting senyum anggota momen bahagia puji keren harga dengar balas komen erat sisip topik neng tips self care grup grup rame hangat;-1;9;0.66779;TRUE;medium
1289;Aku takut ikut-ikutan emosi massa di medsos, kayak komen pedas. Gimana caranya biar aku tetep tenang?;takut emosi massa medsos komen pedas tenang emosi massa medsos bawa ombak panas tenang detik komen diri emosi catat pribadi reda baca sumber asli bukan komen vibe positif motivasi komen mikir diskusi momen bawa emosi trik stay cool;-1;9;0.7634467;TRUE;high
1291;Aku ngerasa pendapatku soal isu lingkungan di medsos nggak didenger karena beda sama mayoritas. Gimana caranya biar aku tetep semangat?;ngerasa medsos didenger mayoritas semangat mayoritas unik tengah hits sinar penting sulit ngubah mayoritas fakta pohon nyedot tahun gabung grup nemu temen frekuensi balas kritik sopan pandang tetap konsisten harga angkat semangat;-1;9;0.7698212;TRUE;high
1293;Aku ngerasa pendapatku di grup medsos nggak dianggep, mungkin karena aku lebih muda. Gimana caranya biar dihargai?;ngerasa grup medsos dianggep muda harga dianggep usia kedenger pengaruh alam usia harga fakta baca mikir jaga sopan tuju tunjukkin antusiasme puji keren tambahin abai admin grup grup harga;-1;9;0.68276215;TRUE;medium
1316;Aku ngerasa stres kalau nggak cek HP setiap saat, apa ini normal?;ngerasa stres terlalu terus matiin notifikasi ninggalin tempat aktivitas tenang;-1;2;0.74338716;TRUE;medium
1322;Kadang aku ragu bisa nggak ya ngerjain tugas yang berat, apa sih cara ngatasin keraguan ini?;ragu ngerjain tugas berat ngatasin ragu ragu manusiawi anggap nyata solusi minta penting jangan terlalu diri sendiri;-1;0;0.7824153;TRUE;high
1325;Aku pengen kerja keras terus biar dianggap hebat, tapi capek banget. Salah nggak sih?;kerja terus anggap capek salah salah prestasi capek perlu istirahat perlu bukti penting sehat bahagia diri sendiri;-1;3;0.6517246;TRUE;medium
1327;Kalau aku tolak tugas karena merasa nggak mampu, apa aku lemah?;tolak tugas mampu lemah sekali tolak tugas tahu batas mampu justru bijaksana arti peduli kualitas kerja sehat diskusi solusi;-1;0;0.6884707;TRUE;medium
1329;Aku pengen sempurna di kerjaan dan keluarga, tapi selalu gagal. Aku salah apa?;sempurna kerja keluarga gagal salah sempurna realistis sempurna penting usaha imbang laku jangan terlalu diri sendiri;-1;0;0.6864134;TRUE;medium
1333;Kalau aku nggak kerja keras, aku takut nggak dihargai. Apa iya gitu?;kerja takut harga harga kualitas konsistensi ketimbang kerja arah bicarain harap overthinking;-1;-1;0.6462439;FALSE;rejected
1336;Aku merasa nggak punya waktu buat diri sendiri, apa itu normal?;diri sendiri ngalamin penting diri sendiri sisih baca jalan santai segar;-1;2;0.6815376;TRUE;medium
1338;Aku takut minta bantuan karena nggak mau kelihatan lemah. Apa salah?;takut minta lemah salah minta bukan lemah justru paham batas diri kerja minta kecil senang;-1;0;0.8521252;TRUE;high
1343;Kadang aku kesel sama pasangan, tapi aku nggak mau cerai. Harus sabar sampai kapan sih?;kesel pasang cerai sabar kapan sabar emang gampang hati pedih tetap tuju kecil sabar situasi momen sisi tempat nyaman temen lakuin terlalu berat profesional dukung;-1;0;0.7527028;TRUE;high
1346;Aku pengen rumahku selalu rapi dan anakku pinter, tapi kok nggak pernah berhasil?;rapi anak pinter hasil sempurna tambah stres lepas harap bahagia rapi anak sesuai ekspektasi bukan arti gagal penting sayang laku udah cukup;-1;4;0.77850276;TRUE;high
1348;Pernah nggak sih ngerasa hidup ini cuma buat sabar terus, capek banget?;ngerasa hidup sabar terus capek sabar terus terus emang lelah beban ringan tetap tuju kecil giat senang jalan jalan temen sabar berat kuat perlu dengerin;-1;2;0.75121844;TRUE;high
1349;Aku nggak punya waktu buat anak karena kerja, apa mereka bakal benci aku?;anak kerja benci anak benci tahu sayang sibuk curi peluk sebentar penting ngerasa diperhatiin kerja erti udah usaha luar;-1;0;0.7282643;TRUE;medium
1353;Aku nggak tahan sama tingkah pasanganku, apa aku harus ninggalin dia?;tahan tingkah pasang ninggalin putus tahu situasi tahan pihak konselor pilih tahan tetap kuat curhat temen lakuin butuh;-1;10;0.7078361;TRUE;medium
1356;Aku pengen anakku selalu nurut, makanya aku keras sama mereka. Itu bener nggak sih?;anak nurut makanya terlalu anak takut malah berontak tegas penuh minta nurut tahu atur alas jelas dengerin erti takut;-1;11;0.7073784;TRUE;medium
1357;Aku ngerasa nggak ada yang ngerti bebanku sebagai ibu tunggal, apa yang bisa aku lakukan biar nggak kesepian?;ngerasa beban tunggal laku sepi tunggal emang berat ngerasa sendiri temen relate rasain curhat udah lega jangan lupa diri sendiri hilang semangat dengerin;-1;0;0.77809894;TRUE;high
1360;Aku pengen hidupku selalu teratur, tapi kok chaos terus. Apa aku yang salah?;hidup atur chaos terus salah hidup chaos arti salah kecil daftar prioritas atur istirahat terima atur keluarga bahagia udah usaha udah luar;-1;15;0.6972726;TRUE;medium
1361;Aku merasa orang tua ku terlalu ikut campur dalam hidupku, padahal aku sudah dewasa. Gimana cara ngatasin ini?;terlalu campur hidup padahal dewasa ngatasin paham nyaman hidup kontrol tenang harga perhati butuh ruang mandiri senang peduli putus sendiri beberapa tetap campur batas hidup pribadi penting tetap hormat tegas batas;-1;10;0.6923702;TRUE;medium
1364;Aku takut banget sendirian di masa tua nanti. Normal nggak sih mikir gitu?;takut sendiri masa mikir takut sendiri ubah sudut pandang sendiri temen takut sepi sehat keluarga penting jangan takut overthinking nikmat;-1;0;0.78084713;TRUE;high
1375;Aku pengen mati aja biar nggak ribet mikirin hidup. Apa yang salah sama aku?;mati ribet mikirin hidup salah sedih denger ngerasa muncul tekan arti salah capek manusiawi berat dengar muncul percaya profesional beban ringan sendiri;-1;0;0.8149046;TRUE;high
1377;Aku ngerasa suamiku nggak peduli sama aku karena dia cuma minum tiap malam. Apa yang bisa aku lakukan?;ngerasa suami peduli laku sedih frustrasi suami tenang bukan mabuk rasain kangen ngerasa jauh ubah dukung temen keluarga ngerasa sendiri situasi parah konselor perhati;-1;10;0.7987624;TRUE;high
1379;Aku ngerasa nggak bisa apa-apa tanpa orang tua ku. Aku takut banget kalau mereka pergi. Gimana biar aku lebih mandiri?;ngerasa takut pergi mandiri takut deket mandiri kecil ngurus uang putus sederhana takut salah ingat salah tumbuh bangga berat minta saran mandiri kecil;-1;0;0.71471643;TRUE;medium
1380;Aku ngerasa hidupku nggak akan lengkap kalau nggak punya anak. Apa aku salah mikir gitu?;ngerasa hidup lengkap anak salah mikir salah cermin nilai penting hidup lengkap anak bahagia karier stres percaya rasain harga anak;-1;4;0.70806456;TRUE;medium
1383;Aku suka membandingkan diri sama orang lain, dan itu bikin aku merasa kecil. Gimana cara ngatasinnya?;banding diri kecil ngatasinnya banding diri padahal sendiri ingat hidup bukan ukur hidup bahagia sesuai nilai muncul diri sendiri jalan sendiri cukup;-1;0;0.73000526;TRUE;medium
1384;Kadang aku merasa semua masalahku besar banget. Aku harus ngapain biar nggak tenggelam di pikiran ini?;tenggelam tahu gunung kecil ngeliat bayangin ingat minta berat;-1;-1;0.5211643;FALSE;rejected
1386;Aku pengen jadi orang yang tenang kayak orang-orang tertentu. Gimana caranya?;tenang tenang bukan sulap kecil buru buru ngeluh sesuai diri sendiri kendali lepas lama lama;-1;0;0.70139056;TRUE;medium
1387;Aku sering kesal sama orang lain karena mereka nggak ngerti aku. Apa yang salah sama aku?;kesal salah salah pandang sendiri bukan arti peduli rasain tenang nyalahin tetap garis jaga hati sendiri;-1;22;0.8123114;TRUE;high
1395;Aku pengen punya hubungan yang baik sama orang lain, tapi kok susah banget. Apa yang salah?;susah salah butuh usaha dengerin penuh perhati buru buru ngejudge jaga jarak sehat terlalu emosional ramah susah diri;-1;0;0.8027371;TRUE;high
1396;Aku ngerasa hidupku monoton, nggak ada yang seru. Apa yang bisa aku lakuin?;ngerasa hidup monoton seru lakuin hidup monoton irama tambahin penasaran resep jalan tempat perlu tanyain diri excited situ;-1;2;0.7437618;TRUE;medium
1401;Aku merasa takut banget kalau harus sendiri, kayak ada yang salah gitu. Normal nggak sih ini?;takut sendiri salah takut sendiri manusiawi pelan pelan nikmat diri sendiri sendiri kenal diri kecil duduk sendiri dengar musik favorit takut sendiri;-1;0;0.68618894;TRUE;medium
1403;Aku selalu bandingin diri sama orang lain, dan rasanya aku gagal terus. Aku harus apa biar berhenti gini?;bandingin diri gagal terus henti banding cukup udah capai kecil jalan sendiri perlu syukur;-1;0;0.7758343;TRUE;high
1404;Aku pengen punya hubungan yang baik sama orang lain, tapi kok susah banget. Ada saran nggak?;susah saran butuh usaha salah harga diri sendiri tenang terlalu santai percaya harap susah;-1;0;0.8073951;TRUE;high
1407;Aku ngerasa bersalah kalau nggak kerja keras setiap hari. Tapi aku juga capek. Harus gimana?;ngerasa salah kerja capek terlalu diri sendiri kerja bagus istirahat penting diri izin santai nonton film jalan jalan imbang kunci terus kerja;-1;2;0.7671342;TRUE;high
1413;Aku pengen hubungan sama keluarga lebih dekat, tapi kok susah. Ada saran?;keluarga dekat susah saran keluarga emang butuh usaha sederhana makan bareng santai gadget dengar judgement jaga jarak nyaman kewalahan keluarga susah;-1;10;0.7848605;TRUE;high
1420;Aku ngerasa hidup ini nggak adil, kenapa aku nggak bisa kayak orang lain? Aku salah nggak?;ngerasa hidup adil salah hidup adil bukan salah tantang sendiri kontrol usaha sikap syukur ringan hidup adil;-1;22;0.6635953;TRUE;medium
1430;Aku merasa tertekan karena kerjaanku nggak sesuai sama harapan orang lain, apa yang harus aku lakukan?;tekan kerja sesuai harap laku waduh tekan harap berat ingat jalan kerja diri sendiri kerja tekan terlalu bicara jujur tuju sendiri tekan siapa;-1;0;0.7982183;TRUE;high
1442;Kadang aku ngerasa bersalah kalo ninggalin pekerjaan, kayak ninggalin tanggung jawab. Apa aku salah?;ngerasa salah kalo ninggalin kerja ninggalin salah salah ingat hidup milik bukan milik kalo mutusin pergi pastiin laku hati hati nyusahin udah bentuk;-1;0;0.7303275;TRUE;medium
1443;Aku sering ngerasa gagal kalo bandingin hidupku sama temen-temenku. Kenapa ya aku gampang iri gitu?;ngerasa gagal kalo bandingin hidup temen temenku gampang ngebandingin diri capek hati bahagia ditentuin lakuin udah capai perlu standar hidup beban;-1;0;0.780354;TRUE;high
1446;Aku selalu ngerasa harus ngikutin apa yang orang lain lakuin biar diterima. Capek banget. Gimana caranya berhenti?;ngerasa ngikutin lakuin terima capek henti capek ngejar standar kecil diri sendiri lakuin nyaman perlu maksa ngikutin hidup bukan harapin;-1;0;0.7821975;TRUE;high
1447;Kadang aku ngerasa frustasi kalo usahaku nggak dihargain orang. Apa aku terlalu ngarep pujian?;ngerasa frustasi kalo usaha dihargain terlalu ngarep puji dihargain kalo terus terus nunggu puji frustasi sendiri bangga diri sendiri notice usaha lakuin harga bukan;-1;0;0.71209085;TRUE;medium
1452;Aku sering ngerasa kesel sama orang lain kalo mereka nggak ngelakuin apa yang aku harapin. Gimana caranya biar nggak gitu?;ngerasa kesel kalo ngelakuin harapin kesel kalo terlalu ngarep ngikutin stres sendiri kontrol reaksi sendiri biarin jalan hidup jalan hidup tenang;-1;0;0.7756356;TRUE;high
1454;Aku pengen pindah kerja, tapi takut nggak dapet yang lebih baik. Apa yang harus aku lakuin?;pindah kerja takut dapet lakuin bimbang riset peluang mutusin pindah yakin penting jangan tunggu sampe lelah pergi siapin diri hati hati tenang;-1;0;0.70013154;TRUE;medium
1459;Aku ngerasa kalo aku nggak sukses, aku nggak berarti. Gimana caranya ubah pikiran ini?;ngerasa kalo sukses arti ubah berat sukses jabat duit diri sendiri cukup keluarga sehat sukses situ;-1;15;0.6722995;TRUE;medium
1460;Aku capek ngejar ekspektasi orang tua. Apa aku harus tetep nurutin mereka?;capek ngejar ekspektasi nurutin capek nurutin ekspektasi bahkan sekalipun rasain siapa tahu penting dengerin hidup sendiri;-1;0;0.78542507;TRUE;high
1461;Aku merasa kesal banget sama temen kerja yang selalu bikin suasana nggak enak. Harusnya dia berubah, kan?;kesal temen kerja suasana enak ubah kesal suasana nyaman bareng ubah sulit bahkan hampir ringan laku hati tenang tetap nyaman santai situasi;-1;0;0.76611334;TRUE;high
1463;Aku pengen banget pindah kerja biar nggak ketemu orang-orang yang bikin stres. Itu solusi terbaik, kan?;pindah kerja stres solusi paham situasi kerja stres suasana alam tempat nyaman pindah laku tempat nyaman kecil ubah ringan;-1;15;0.65219665;TRUE;medium
1464;Aku ngerasa hidupku bakal sempurna kalau orang-orang di sekitarku berubah. Apa salah aku berpikir gitu?;ngerasa hidup sempurna ubah salah salah hidup nyaman taruh harap ubah sendiri tambah lelah kendali nanggapin santai situasi;-1;0;0.7747675;TRUE;high
1467;Aku ngerasa sendirian banget, kayak nggak punya temen yang bener-bener peduli. Normal nggak sih gitu?;ngerasa sendiri temen peduli ngerasa sendiri ngerasa hidup masing masing sendiri ringan siapa;-1;0;0.7173955;TRUE;medium
1468;Aku takut banget kalau nggak punya temen deket. Aku harus punya temen deket, kan?;takut temen deket temen deket paham takut temen deket enak wajib bahagia datang pergi lumrah nikmat diri sendiri lakuin neng;-1;0;0.7552123;TRUE;high
1472;Aku ngerasa hidupku bakal lebih gampang kalau semua orang nurut sama aku. Apa salah gitu?;ngerasa hidup gampang nurut salah hehe siapa hidup gampang nurut tambah stres sendiri kendali nanggapin situasi pikirin bareng;-1;0;0.8342713;TRUE;high
1475;Aku ngerasa orang lain harus selalu bantu aku, karena aku juga bantu mereka. Itu adil, kan?;ngerasa adil ngerasa adil situasi balas harap balas neng contoh situasi;-1;-1;0.6342554;FALSE;rejected
1477;Aku ngerasa orang di kantor harus lebih sopan sama aku. Aku harus ngomong gitu ke mereka, kan?;ngerasa kantor sopan ngomong paham hormat langsung sopan malah suasana tegang tunjukin sikap sopan santai nyaman situasi kesel;-1;-1;0.55493987;FALSE;rejected
1479;Aku ngerasa nggak bisa lepas dari temen yang bikin aku stres. Harusnya aku tetap berteman sama dia, kan?;ngerasa lepas temen stres tetap teman ngerasa jebak temen stres nyaman jaga jarak pilih temen pikirin tahan rangin interaksi pelan pelan;-1;0;0.71263903;TRUE;medium
1487;Aku pengen ikut arus hidup aja, tapi takut kehilangan kendali. Apa ini salah?;arus hidup takut hilang kendali salah salah arus asal tenang senang takut hilang kendali tahu khawatir pegang ngerasa;-1;0;0.75895244;TRUE;high
1490;Aku ngerasa hidupku cuma buat bertahan, nggak buat berkembang. Gimana caranya biar nggak gitu?;ngerasa hidup tahan kembang jalan tempat kecil kembang kecil;-1;-1;0.6040616;FALSE;rejected
1491;Aku pengen ngikutin hati, tapi takut orang bilang aku nggak realistis. Harusnya aku dengerin siapa?;ngikutin hati takut realistis dengerin siapa dengerin hati penting bimbang diri sendiri hidup hati patut pelan pelan;-1;0;0.74042034;TRUE;medium
1492;Aku ngerasa kesempatan cuma datang ke orang yang punya privilege. Aku yang biasa-biasa aja ini apa bisa?;ngerasa sempat datang privilege adil sempat datang usaha kecil yakin kuat sendiri;-1;0;0.69237643;TRUE;medium
1494;Aku ngerasa hidupku monoton, nggak ada yang seru. Apa aku harus ubah semuanya?;ngerasa hidup monoton seru ubah hidup monoton bosen ubah excited penasaran;-1;2;0.7025929;TRUE;medium
1495;Aku takut kalau ikut arus, aku bakal kehilangan identitas diri. Gimana caranya biar tetep jadi diri sendiri?;takut arus hilang identitas diri diri sendiri khawatir arus arti hilang diri nilai paling penting pegang;-1;0;0.6657819;TRUE;medium
1499;Aku ngerasa orang lain selalu ngehalangin aku buat maju. Apa aku harus lawan mereka?;ngerasa ngehalangin maju lawan dukung frustasi lawan kendali kecil pikirin;-1;0;0.81420934;TRUE;high
1504;Aku suka sih bantu orang lain, tapi kok capek ya, kayak nggak dihargai.;capek harga bantuin bagus capek perlu batas pikirin enak nolak harga maaf jaga energi penting;-1;0;0.7256613;TRUE;medium
1507;Aku pengen jadi orang yang gampang dimintain tolong, tapi takut dimanfaatin.;gampang dimintain takut dimanfaatin helpful keren jaga diri terima minta sesuai kapasitas ngerasa dimanfaatin sopan jangan payah;-1;0;0.747055;TRUE;medium
1509;Aku suka ngeluh ke orang lain, tapi takut dikira lelet. Gimana caranya berhenti?;ngeluh takut lelet henti ngeluh emang lega jaga jarak keluh jurnal solusi kecil pilih tepat imbangin positif obrol asyik;-1;0;0.76002264;TRUE;high
1510;Aku ngerasa hubunganku sama temen cuma soal untung rugi, ini salah nggak sih?;ngerasa temen untung rugi salah untung rugi capek salah nyaman sifat bukan tulus hati senang;-1;0;0.79075754;TRUE;high
1511;Aku pengen deket sama orang, tapi kok takut ditolak?;deket takut tolak takut tolak kecil senyum sapa deketin perlu buru buru deket biarin tumbuh alami tolak arti cocok bukan arti harga;-1;0;0.8050355;TRUE;high
1512;Aku selalu pengen diakui orang lain, ini normal nggak?;manusiawi lelah bangga diri sendiri selesain tugas kecil diri sendiri tenang ketimbang nunggu;-1;0;0.7393179;TRUE;medium
1516;Aku pengen jadi orang yang lebih santai, tapi kok susah banget?;santai susah santai proses kecil stres beberapa luang ketawa berat susah santai pikirin bareng;-1;2;0.7840787;TRUE;high
1517;Aku ngerasa orang lain selalu lebih hebat dari aku, gimana caranya biar nggak gitu?;ngerasa banding emang capek udah capai kecil diri sendiri senyum nilai ngerasa obrolin bareng;-1;2;0.7407992;TRUE;medium
1518;Aku suka nyanyi, tapi takut orang lain bilang jelek. Harus tetep nyanyi nggak?;takut jelek senang bukan lanjut perlu takut tempat kamar sendiri temen suportif nyinyir anggap bukan urus favorit;-1;0;0.6540481;TRUE;medium
1526;Kalau aku nggak suka sama seseorang, apa aku harus tetep deket sama dia?;deket nyaman jarak kata diri sendiri cocok harga nyaman;-1;-1;0.5727861;FALSE;rejected
1533;Kenapa aku susah nerima omongan orang yang nggak enak?;susah nerima omong enak omong nyakitin diri langsung reaksi omong perlu tanggap serius;-1;0;0.8291757;TRUE;high
1535;Aku ngerasa nggak punya kendali atas hidupku. Apa yang bisa aku lakuin?;ngerasa kendali hidup lakuin berat kecil kendali respons perlu buru buru ubah pelan pelan ngerasa kuasa hidup;-1;0;0.69164443;TRUE;medium
1539;Aku pengen hidup tenang, tapi kok susah banget?;hidup tenang susah hidup tenang emang gampang tekan kecil ngurangin overthinking diri sendiri perlu buru buru pelan pelan lepas hati berat;-1;0;0.80425537;TRUE;high
1540;Aku ngerasa nggak ada yang peduli sama aku. Apa yang harus aku lakuin?;ngerasa peduli lakuin sedih percaya peduli diri sendiri butuh perhati jangan ragu minta dukung sendiri;-1;0;0.773402;TRUE;high
1543;Aku merasa hidupku berat banget, semua kayak nggak berjalan sesuai rencana. Aku harus gimana?;hidup berat jalan sesuai rencana lelah hidup naik turun daki gunung jalan terjal lama lakuin kecil hidup jalan jalan sebentar temen pelan pelan perlu buru buru;-1;-1;0.6270848;FALSE;rejected
1545;Aku takut banget gagal lagi, soalnya udah sering banget gagal. Aku harus tetep lanjut nggak?;takut gagal udah gagal lanjut gagal emang down gagal henti nyerah sempat maju lakuin kecil perlu buru buru;-1;0;0.80607176;TRUE;high
1548;Aku merasa hidupku cuma begini-begini aja, nggak ada perubahan. Aku harus apa?;hidup begini begini ubah stuck lakuin kecil resep masakan jalan tempat datengin ubah kecil hidup hidup;-1;-1;0.6169315;FALSE;rejected
1553;Aku merasa hidupku penuh drama, tiap hari ada aja masalah. Aku harus gimana?;hidup penuh drama naik roller coaster hidup penuh drama paling ngelarin kecil beban ringan;-1;-1;0.5472672;FALSE;rejected
1557;Aku ngerasa hidupku nggak ada progress, kayak jalan di tempat. Aku harus apa?;ngerasa hidup progress jalan tempat stuck belakang udah capai kecil lupa harga kecil kecil maju dukung;-1;0;0.6711202;TRUE;medium
1558;Aku suka mikirin hal buruk kalo lagi nggak ada kerjaan. Gimana caranya biar nggak gitu?;mikirin kalo kerja kosong emang lari sibuk berat baca buku aktivitas lupa overthinking;-1;6;0.6755849;TRUE;medium
1569;Aku ngerasa nggak punya apa-apa dibandingkan orang lain. Apa aku kurang berusaha?;ngerasa banding kurang usaha bandingin diri jebak jalan sendiri udah capai kecil ngerasa stuck tuju kecil realistis usaha konsisten;-1;0;0.78289956;TRUE;high
1573;Aku pengen cuek aja sama masalah, tapi kok nggak bisa?;cuek susah cuek arti peduli terus kontrol quality time keluarga istirahat pelan pelan gampang ngelupain;-1;10;0.7065634;TRUE;medium
1574;Aku ngerasa sendirian banget, kayak nggak ada yang ngerti. Apa yang bisa aku lakukan?;ngerasa sendiri laku sendiri berat sendiri percaya sekadar ringan sesuai klub buku olahraga;-1;12;0.6732795;TRUE;medium
