index,question,document,old_topic,new_topic,similarity,reassigned,stage
323,"Aku suka hindari tempat-tempat yang bikin aku cemas, kayak taman. Apa ini salah?",hindar tempat tempat cemas taman salah salah hindar tempat taman cemas tahan lama strategi dipake ngurangin takut selesain akar dekat taman lewat dekat taman takut,-1,-1,0.49064806,False,rejected
324,"Aku ngerasa ritualku bikin hidupku nggak produktif. Aku pengen berubah, tapi nggak tahu mulai dari mana. Saranmu apa?",ngerasa ritual hidup produktif ubah tahu saran bangga ubah ritual sita energi kecil pilih ritual paling ganggu kurang frekuensi catat kapan laku picu butuh terapi papar cocok ritual paling frustrasi,-1,-1,0.6260762,False,rejected
325,Aku kadang ngerasa ritualku bikin aku lebih tenang. Apa salah kalau aku tetep lakuin?,ngerasa ritual tenang salah lakuin erti ritual tenang ritual lega lama lama malah cemas kuat terus lakuin hidup batas tenang meditasi jalan jalan ritual paling lega sehat,-1,19,0.7866389,True,high
326,Aku takut nyentuh tanah di taman karena kotor. Apa aku harus paksain diri nyentuh?,takut nyentuh tanah taman kotor paksain diri nyentuh takut nyentuh tanah bahaya bayangin langsung maksa nyentuh tanah berat ringan nyentuh daun rumput kecil bareng,-1,-1,0.6034863,False,rejected
327,Aku takut kotoran anjing di taman nempel ke sepatuku. Makanya aku nggak pernah ke taman. Apa itu wajar?,takut kotor taman nempel sepatu makanya taman takut hindar taman sekali hilang momen seru luar kotor enak bahaya jalan taman sepatu,-1,27,0.6593084,True,medium
328,Aku suka hindari rumput di taman karena takut kotor. Apa aku harus maksa jalan di rumput?,hindar rumput taman takut kotor maksa jalan rumput langsung maksa cemas ringan nyentuh rumput tangan pelan pelan jalan nemenin,-1,-1,0.48224977,False,rejected
333,Aku ngerasa nggak bisa ngapa-ngapain kalau cemas. Apa yang salah sama aku?,ngerasa cemas salah salah cemas freeze ancam kecil cemas gerakin jari jari kaki tahu tubuh terus tindak kecil cemas susah cemas siapa tahu urutin bareng,-1,30,0.74619365,True,medium
336,Aku merasa nggak pantas dicintai. Gimana caranya biar aku nggak gitu lagi?,pantas cinta pantas cinta berat skema cacat kurang harga harga kecil inget diri sisi,-1,-1,0.62810504,False,rejected
338,"Aku ngerasa suamiku nggak peka. Dia cerita soal temennya yang baru punya bayi, padahal aku masih sedih. Aku harus ngomong apa ke dia?",ngerasa suami peka temennya padahal sedih ngomong enak sengaja sakit hati tenang tahu sedih ngobrolin jujur saling,-1,-1,0.6455131,False,rejected
339,"Aku pengen balik yoga, tapi takut ketemu orang yang tahu soal kehilanganku. Gimana caranya aku nyaman lagi?",balik yoga takut tahu hilang nyaman keren balik yoga kelas privat pilih studio nanya yoga makasih cemas terap rencana nyaman,-1,19,0.70129484,True,medium
341,Aku nggak pernah ngerasa cukup baik di apa pun. Gimana caranya aku lebih percaya diri?,ngerasa cukup percaya diri cukup berat catat kecil hasil lakuin resin tempat tidur lama lama ngelakuin cukup,-1,-1,0.62387383,False,rejected
344,"Aku pengen ikut kelas renang, tapi takut orang-orang ngeliatin aku. Gimana caranya biar berani?",kelas renang takut ngeliatin berani takut nilai diri sendiri privat renang sepi temen bayangin renang bangga rencanain pertama jadwal kolam renang,-1,-1,0.45710963,False,rejected
345,"Aku kadang ngerasa orang lain benci aku, padahal nggak ada bukti. Ini kenapa ya?",ngerasa benci padahal bukti muncul terlalu diri sendiri alam masa fakta bareng tindak spesifik benci tenang teknik grounding,-1,-1,0.56322074,False,rejected
346,"Kadang aku merasa malu banget kalau gagal, sampe rasanya nggak mau coba lagi. Apa aku aja yang gitu?",malu gagal sampe sendiri malu gagal malu datang cukup gagal gagal tuju sukses malu gagal,-1,0,0.7984944,True,high
347,"Aku suka sih menyendiri, tapi kok orang bilang itu nggak sehat. Bener nggak sih?",sendiri sehat sendiri butuh sendiri recharge mikir jernih sendiri sepi hindar terus terus tutup diri rasain sendiri,-1,0,0.66927814,True,medium
352,Aku selalu merasa orang lain nggak peduli sama sakitku. Apa aku yang berlebihan?,peduli sakit valid tahu nunjukin perhati langsung butuhin butuh temen,-1,0,0.72170484,True,medium
357,Aku merasa sering mendengar suara-suara yang bilang aku tidak berharga. Apa yang bisa aku lakukan?,dengar harga laku dengar berat sekali tekan sederhana perhati senang deskripsi pandang favorit detail kurang intensitas sulit bareng,-1,-1,0.6243895,False,rejected
359,Aku kadang merasa dunia ini nggak nyata. Aku harus gimana?,nyata nyata pegang benda deskripsi tekstur bumi sulit dengerin,-1,-1,0.502558,False,rejected
362,Aku nggak suka kelompok dukungan kayak AA. Ada cara lain nggak buat berhenti minum?,kelompok dukung henti cocok kelompok dukung terapi psikolog aplikasi lacak temen dukung tuju kelompok dukung alternatif,-1,-1,0.56033695,False,rejected
364,"Aku suka minum pas mancing, soalnya seru. Gimana caranya mancing tanpa minum?",mancing seru mancing mancing emang asyik senang bawa soda simpan cooler mirip temen anak obrol kompetisi mancing berangkat mampir tempat jual alkohol mancing seru,-1,-1,0.50973976,False,rejected
367,Aku merasa nggak punya siapa-siapa buat ngomong soal masalahku. Apa yang bisa aku lakuin?,siapa siapa ngomong lakuin tahu ngerasa sendiri berat udah grup dukung pulih alam dekat hotline konselor,-1,-1,0.6360239,False,rejected
369,"Aku pengen coba hobi baru biar nggak minum, tapi nggak tahu mulai dari mana. Ada saran?",tahu saran keren pikirin penasaran masak olahraga ringan yoga simpel kelas temen bareng daftar cocok,-1,-1,0.59637463,False,rejected
376,"Aku pengen coba visual imagery, tapi bingung mulai dari mana. Bantu aku dong!",visual imagery asyik visual imagery seru bayangin tempat tenang pantai tutup mata bayangin dengar cium ombak pasir laut laku tempat tenang tempat bayangin pandu,-1,-1,0.44722706,False,rejected
377,Aku ngerasa nggak berguna karena nggak bisa ngapa-ngapain kayak dulu. Aku harus gimana?,ngerasa berat kecil laku urus temen kecil arti kecil minggu,-1,30,0.7363971,True,medium
378,Aku nggak suka orang lain tahu berat badanku. Aku malu banget. Apa yang harus aku lakuin?,tahu berat badan malu lakuin erti nyaman malu berat badan datang tekan luar sendiri bicara malu ringan,-1,-1,0.6034451,False,rejected
380,"Aku takut orang lihat badanku, jadi pakai baju longgar. Gimana cara ngatasin ini?",takut badan baju longgar ngatasin baju longgar hindar tubuh sendiri perlu baju aktivitas nyaman tubuh yoga ringan paling gampang,-1,25,0.7006438,True,medium
381,Aku ngecek badan di cermin puluhan kali sehari. Ini berlebihan nggak?,ngecek badan cermin puluh puluh udah terlalu tampil capek hitung berapa perlu praktis rencana kurang pelan pelan berapa,-1,28,0.68149626,True,medium
382,"Aku nggak suka badanku, tapi nggak tahu kenapa. Apa yang harus aku lakukan?",badan tahu laku badan datang tekan luar diri catat kapan situ tahu picu nyaman diri catat,-1,-1,0.59349966,False,rejected
383,Aku merasa badanku nggak oke meski orang bilang bagus. Kenapa gitu?,badan bagus badan tampil diri tahu percaya puji diri badan,-1,33,0.66846466,True,medium
386,"Aku ngerasa nggak aman kalau sendirian di rumah, takut ada apa-apa. Gimana caranya biar tenang?",ngerasa sendiri takut tenang nyambung cemas trauma pintu nyalain lampu teknik grounding benda teknik,-1,-1,0.61217463,False,rejected
387,"Kadang aku ngerasa mati rasa, kayak nggak bisa merasakan apa-apa. Itu apa artinya?",ngerasa mati arti salah otak lindung diri emosi terlalu berat sebut gejala hindar ptsd otak pasang kewalahan perlahan,-1,10,0.76060784,True,high
389,"Aku sering merasa telingaku capek kalau di tempat bising, bahkan sampai pusing. Apa itu berbahaya?",telinga capek tempat bising bahkan pusing bahaya papar bising otak dengar lelah dampak jangka panjang masuk turun fungsi kognitif lindung telinga bising beri istirahat hening otak pulih,-1,-1,0.63306063,False,rejected
390,Saya punya lingkaran yang kecil tapi dekat. Perlukah saya memaksakan diri untuk lebih beragam?,lingkar kecil dekat perlu paksa diri agam perlu paksa diri lingkar kecil beri dukung kuat harga tahap variasi giat tambah manfaat hidup,-1,17,0.7505207,True,high
392,"Saya ragu, tapi apakah flirting ringan bisa membantu suasana hati saya?",ragu flirting ringan suasana hati flirting ringan rangsang reward otak semangat senang laku hormat paksa respons jangan pribadi,-1,-1,0.6453151,False,rejected
393,Saya khawatir flirting malah memperumit hubungan. Bagaimana membedakan flirting sehat dan tidak sehat?,khawatir flirting malah rumit flirting sehat sehat flirting sehat ringan saling hormat pihak nyaman flirting timbul tekan salah langgar batas sehat perhati terima tuju,-1,-1,0.6099254,False,rejected
394,Saya malu menari karena nggak pandai gerak. Apakah menari tetap berfaedah untuk otak?,malu tari pandai gerak tari tetap faedah otak tari libat musik gera koordinasi rangsang area otak sekaligus manfaat bukan ahli libat tubuh musik gera sederhana nyaman,-1,-1,0.57444644,False,rejected
396,"Kalau saya merasa malu nyanyi di depan orang, apa yang bisa saya lakukan untuk mulai?",malu depan laku pribadi senandung mandi aktivitas kembang gabung kelompok suportif laku sesuai nyaman,-1,27,0.7091905,True,medium
397,"Saya sering merasa tertekan, apakah tertawa benar-benar bisa membantu saya lebih baik?",tekan tertawa tertawa terapi alami bagus turun stres lancar alir oksigen otak bahkan kuat daya tahan tubuh tonton film lucu acara komedi sekadar canda teman sehat ringan hilang tertawa beban mudah hadap,-1,-1,0.5602275,False,rejected
398,Saya takut kalau suatu hari mengalami cedera otak. Apa yang bisa saya lakukan untuk melindungi otak saya?,takut suatu alami cedera otak laku lindung otak cegah penting sabuk hati hati naik turun tangga jangan kursi tangga hindar kelahi aktivitas rawan bentur kepala cedera otak dampak jangka panjang jaga selamat aktivitas,-1,-1,0.6117269,False,rejected
405,Apakah satu sesi yoga singkat bisa membantu fokus saya?,sesi yoga singkat tunjuk sesi yoga tingkat mampu tahan sesi singkat beri manfaat nyata,-1,19,0.66820294,True,medium
406,Saya menghabiskan banyak waktu mengemudi dan merasa lelah. Apakah itu mempengaruhi otak saya?,habis kemudi lelah pengaruh otak kemudi kait turun kognitif beberapa studi kombinasi ketidakaktifan stres lelah timbang opsi kerja dekat jalan alternatif transportasi,-1,7,0.65197337,True,medium
408,Saya merasa sering kesepian dan tidak punya orang dekat untuk dipeluk. Apakah itu berpengaruh pada kesehatan saya?,sepi dekat peluk pengaruh sehat sepi berat pengaruh sosial kontak fisik peluk turun stres kurang gejala sakit kait stres tingkat suasana hati lewat hormon oksitosin peluk manusia sedia peluk hewan pelihara kelompok dukung ingat koneksi butuh manusiawi bukan lemah,-1,-1,0.5775683,False,rejected
409,Saya ingin 'melatih otak' tapi takut aplikasi latihan otak hanya iklan. Apakah pelatihan otak berguna?,otak takut aplikasi otak iklan otak beberapa bentuk mental manfaat utama bila libat tantang kognitif makna bahasa alat musik terampil aplikasi giat beri puas tantang nyata kombinasi olahraga interaksi sosial hasil,-1,-1,0.6152328,False,rejected
410,"Saya kadang merasa aneh kalau minta pelukan, seperti merepotkan. Bagaimana agar lebih nyaman meminta dukungan fisik?",aneh minta peluk repot nyaman minta dukung fisik canggung komunikasi kata dekat peluk pilih bentuk kontak duduk dekat gandeng tangan peluk bantal hewan pelihara beri efek tenang butuh cinta dekat,-1,-1,0.55174947,False,rejected
411,Meja kerja saya berantakan dan saya sering merasa cemas karenanya. Apa yang bisa saya lakukan?,meja kerja beranta cemas laku kacau otak kewalahan terus keliling sederhana tutup pintu barang beranta kotak laci simpan barang jangan paksa sekaligus laku tahap rutin butuh minta teman tegas nilai barang penting,-1,7,0.71802515,True,medium
413,Saya selalu merasa khawatir akan hal kecil—mengapa perasaan takut itu terus muncul?,khawatir kecil takut terus muncul mekanisme waspada otak masuk hormon kortisol fungsi perhati ancam butuh otak terus pindai potensi laku respons alami ancam nyata khawatir ulang,-1,10,0.68999183,True,medium
414,Saya selalu terjebak memikirkan hal negatif. Bagaimana cara mengubah bias negatif ini tanpa menutup mata pada masalah nyata?,jebak negatif ubah bias negatif tutup mata nyata bias negatif angsur angsur sengaja perhati positif kecil jalan bukan bohong diri sendiri imbang perspektif tetap jujur sulit kurang dominasi negatif,-1,0,0.6785171,True,medium
415,Saya merasa bersalah karena tidak lagi merasakan gairah seksual seperti dulu. Apakah ini artinya ada yang salah dengan otak saya?,salah gairah seksual arti salah otak terima khawatir dokumen sebut aktivitas seksual orgasme beri manfaat suasana hati sehat otak hilang gairah pengaruh stres lelah ubah hormon bukan sekadar otak rusak khawatir penting bicara tenaga medis konselor telusur hakim,-1,-1,0.6354574,False,rejected
416,Saya lelah memikirkan materi untuk diajarkan. Ada cara mudah memulai?,lelah materi mudah topik paling kuasa alam praktis seringkali harga teori struktur sederhana tuju singkat poin utama aktivitas singkat teman dekat percaya diri,-1,-1,0.61580944,False,rejected
417,Saya khawatir terhadap bahan kimia yang merusak saraf. Haruskah saya panik mengenai lingkungan sekitar saya?,khawatir hadap bahan rusak saraf panik kena penting waspada panik dokumen sebut beberapa neurotoksin timbal merkuri pestisida bahaya papar kurang risiko praktis hindar waspada sumber papar timbal merkuri produk tangga papar serius konsultasi sehat dokter perlu,-1,10,0.6837847,True,medium
418,Saya sering melakukan olahraga ekstrim tanpa helm karena merasa 'aman'. Seberapa penting memakai helm sebenarnya?,laku olahraga ekstrim helm berapa penting helm helm tindak cegah jelas masuk akal cedera kepala dampak jangka panjang helm kurang risiko cedera otak traumatis mati bukan takut rawat diri lindung sederhana efektif,-1,-1,0.4927923,False,rejected
420,Saya sering merasa nasib ‘menggiring’ saya. Apa yang bisa saya lakukan?,nasib giring laku ubah kecil pilih menu makan siang hasil ubah kecil kontrol perlahan tumbuh,-1,-1,0.6450646,False,rejected
422,Apakah bercanda di tengah kesulitan justru dianggap tidak serius?,canda tengah sulit justru anggap serius lama tertawa derita tawa justru lepas tekan pilih humor ringan meme lucu hewan jeda jenak,-1,-1,0.6322658,False,rejected
424,Apakah meminta bantuan artinya saya tidak mandiri?,minta arti mandiri kolaborasi justru tambah daya kontrol kelompok mandiri bukan arti sendiri tahu kapan kerja,-1,-1,0.604057,False,rejected
425,Bagaimana menyeimbangkan harapan tinggi dan realita?,imbang harap tinggi realita prinsip harap tinggi rencana cadang plan target semangat tetap tinggi jatuh empuk,-1,-1,0.60864866,False,rejected
426,Bagaimana pola napas yang benar?,pola lewat hidung hitung tahan hembus perlahan hitung mulut perut kempis,-1,-1,0.5376586,False,rejected
428,"Saya kaku dan baru pertama yoga, harus mulai dari mana?",kaku pertama yoga chair yoga beginner mute laku perlahan putar musik tempo,-1,-1,0.57126915,False,rejected
430,Bagaimana jika saya alergi bulu?,alergi bulu timbang ikan hias tanam perlu rawat beri positif tani,-1,-1,0.29405203,False,rejected
431,Saya perfeksionis dan cepat lelah. Bagaimana menyeimbangkan?,perfeksionis cepat lelah imbang delegasi tugas kecil tetap standar cukup ingat sehat penting hasil sempurna,-1,-1,0.6420336,False,rejected
432,Apakah tertawa pada situasi sulit tidak membuat saya tampak acuh?,tertawa situasi sulit tampak acuh jelas konteks tertawa tegang paham tawa mekanisme tahan bukan remeh,-1,-1,0.63225234,False,rejected
435,Apakah grup support online betul‑betul membantu?,grup support betul betul riset tunjuk daring moderasinya tingkat turun depresi grup milik atur positif fasilitator,-1,-1,0.55774,False,rejected
436,Aku merasa tidak punya teman cocok. Bagaimana mengubah pola pikir?,teman cocok ubah pola self talk sedang frekuensi negatif muncul bukti kontra sapa bukti turun sepi,-1,-1,0.6134066,False,rejected
438,Contoh self‑talk yang bisa diajarkan?,contoh self talk kuat pelan sebentar isyarat tangan kepal jempol ingat mantra prosedur,-1,7,0.71021014,True,medium
439,Apakah penempatan sekamar dengan pasien yang sudah sembuh lebih dulu membantu anakku?,tempat kamar pasien sembuh anak teman baya makan sendiri main ringan beri harap diskusi kepala awat atur kamar sesuai kondisi,-1,-1,0.46939498,False,rejected
441,Aku belum pernah yoga. Pose apa yang aman agar tidak cedera?,yoga pose cedera kelas mula pose mountain child dengar tubuh timbul sakit tajam henti konsultasi instruktur kondisi sehat sesi,-1,-1,0.61349034,False,rejected
442,Bagaimana teknik guided imagery sederhana di rumah?,teknik guided imagery sederhana rebah nyaman pejam mata bayang tempat damai pantai taman detail ombak aroma laut perlahan hembus tegang bayang arus bawa pergi beban,-1,-1,0.41871244,False,rejected
447,Mengapa ada testimoni kanker sembuh dengan placebo?,testimoni kanker sembuh placebo kisah sembuh spontan sulit verifikasi terapi medis ilmu dokter bukti placebo hilang kanker protokol onkologi,-1,-1,0.42162332,False,rejected
451,Apakah alat neurostimulator permanen aman?,alat neurostimulator permanen pasien manfaat risiko infeksi pindah elektroda evaluasi ahli bedah saraf monitor rutin perlu,-1,-1,0.55741686,False,rejected
453,Aku sulit visualisasi. Bagaimana caranya?,sulit visualisasi audio pandu bahasa indonesia tutup mata detail sensorik ombak hembus angin makin jelas imaji makin kuat efek relaksasi,-1,-1,0.6132339,False,rejected
457,Apakah menonton komedi saat sakit itu pantas?,tonton komedi sakit pantas tertawa vitamin gratis pilih tonton ringan hibur efek positif nyata sehat mental fisik,-1,-1,0.5709656,False,rejected
459,Bagaimana cara melakukan napas diafragma dengan benar?,laku diafragma letak tangan dada perut lewat hidung lama hitung hingga tangan perut angkat tahan buang perlahan mulut hitung,-1,-1,0.548986,False,rejected
461,Bagaimana bercanda tanpa mengurangi keseriusan kondisi?,canda kurang serius kondisi humor situasional singgung sakit canda drama sinetron favorit tawa sehat asal tetap hormat pihak,-1,-1,0.6479311,False,rejected
462,Mengapa saya merasa tabuh membahas kepergian?,tabuh bahas pergi hindar topik padahal diskusi beri jelas damai perlahan percaya konselor,-1,-1,0.4591453,False,rejected
463,Bagaimana cara mempraktikkan visualisasi?,praktik visualisasi tutup mata bayang tempat paling damai pantai gunung angin ombak,-1,-1,0.4419308,False,rejected
468,Apakah grup daring seefektif tatap muka?,grup daring efektif tatap muka grup beri fleksibilitas anonim bila butuh sedang tatap muka sentuh personal,-1,-1,0.50462383,False,rejected
470,"Saya sedang jalani pengobatan kanker, dan merasa cemas terus. Bagaimana kanker bisa memengaruhi kesehatan mental, dan apa yang bisa saya lakukan?",sedang jalan obat kanker cemas terus kanker pengaruh sehat mental laku berani hadap jalan kanker cemas ketidakpastian efek obat tubuh capek okay feel this teknik relaksasi meditasi dengar musik lembut konselor grup dukung kanker sendiri cemas kecil tenang,-1,19,0.7831776,True,high
474,"Saya tahu keluarga saya punya riwayat kanker, dan itu bikin saya cemas. Bagaimana risiko genetik memengaruhi kesehatan mental, dan apa yang bisa saya lakukan?",tahu keluarga riwayat kanker cemas risiko genetik pengaruh sehat mental laku khawatir peduli sehat risiko genetik riwayat kanker cemas ketidakpastian ganggu sehat mental proaktif dokter skrining kanker jaga relaksasi meditasi curhat temen sehat olahraga makan gizi cemas kecil,-1,-1,0.6479256,False,rejected
477,"Saya merasa nggak nyaman sama rekan kerja, dan itu bikin cemas. Bagaimana hubungan sosial memengaruhi, dan apa yang bisa saya lakukan?",nyaman rekan kerja cemas sosial pengaruh laku tahu nyaman kerja cemas sosial tingkatin stres risiko jantung kurang dukung ganggu sehat mental obrol ringan rekan kerja laku relaksasi jalan istirahat positif kerja kerja nyaman tips kerja nyaman,-1,14,0.6803988,True,medium
479,"Saya merasa lelah dan nggak semangat karena kanker, tapi takut cuma gejala biasa. Bagaimana tahu ini depresi, dan apa yang bisa saya lakukan?",lelah semangat kanker takut gejala tahu depresi laku tahu lelah paham depresi sangka gejala kanker lelah susah tidur semangat terus perlu perhati ganggu sehat mental dokter depresi laku meditasi pagi senyum info depresi kanker gejala takut,-1,-1,0.6437952,False,rejected
481,"Saya nggak mau terima saya punya jantungan, dan susah ikut pengobatan, bikin cemas. Mengapa ini penting, dan apa yang bisa saya lakukan?",terima jantung susah obat cemas penting laku tahu sulit terima jantung pikirin integrasi sakit konsep diri manager obat kurang cemas sehat mental baca info jantung paham kondisi alas obat hidup lama dokter kelola jantung pasien jantung terima,-1,3,0.69142103,True,medium
482,"Saya merasa nggak bisa ngapa-ngapain soal kanker, bikin depresi. Bagaimana rasa kontrol membantu, dan apa yang bisa saya lakukan?",kanker depresi kontrol laku paham daya depresi kuat ubah kontrol kanker obat makan sehat kurang depresi kuasa ningkatin sehat mental kontrol cukup laku meditasi pagi dokter sehat kendali forum kanker daya koping,-1,3,0.67563045,True,medium
483,"Saya sering lupa minum obat asma, bikin cemas. Mengapa kepatuhan sulit, dan apa yang bisa saya lakukan?",lupa obat asma cemas patuh sulit laku tahu lupa obat cemas patuh sulit kurang paham penting obat ganggu sehat mental asma kambuh edukasi diri baca info asma taruh obat tempat dekat sikat gigi alarm ingat alas obat lega patuh aplikasi ingat obat lupa,-1,36,0.67126215,True,medium
484,"Saya wanita dengan artritis dan merasa kurang didukung, bikin cemas. Mengapa ini terjadi, dan apa yang bisa saya lakukan?",wanita artritis kurang dukung cemas laku paham kurang dukung cemas kuat harga wanita artritis kurang dukung meni norma sosial ningkatin cemas ganggu sehat mental grup dukung artritis wanita temen dekat andal laku meditasi pagi layak dukung forum artritis wanita cemas,-1,-1,0.570636,False,rejected
485,"Saya merasa nggak punya harapan karena kanker, bikin depresi. Bagaimana keyakinan positif membantu, dan apa yang bisa saya lakukan?",harap kanker depresi yakin positif laku tahu harap berat kuat ubah yakin positif kelola kanker kurang depresi harap ningkatin sehat mental kontrol obat laku meditasi pagi konselor optimisme harap pasien kanker optimis harap koping,-1,-1,0.6251383,False,rejected
489,"Saya susah ingat pakai tabir surya, padahal tahu penting. Bagaimana pesan positif bisa bantu, dan apa yang bisa saya lakukan untuk kesehatan mental?",susah ingat tabir surya padahal tahu penting pesan positif laku sehat mental peduli kulit keren pesan positif tabir surya kulit sehat cerah semangat banding tabir surya kena kanker kulit sehat mental manfaat proaktif bahagia taruh tabir surya dekat pintu ingat diri sendiri jaga kulit gabung promosi safety motivasi lupa seru,-1,-1,0.61379397,False,rejected
490,"Saya kadang lupa pakai sabuk pengaman, dan itu bikin was-was. Bagaimana kebiasaan ini bisa bantu, dan apa yang bisa saya lakukan?",lupa sabuk laku peduli selamat keren sabuk naik mobil kurang risiko cedera tenang sehat mental otomatis taruh ingat dashboard stiker sabuk pilih anak temen contoh statistik sabuk motivasi lupa ingat,-1,7,0.6656712,True,medium
492,"Saya khawatir orang tua saya nggak mau skrining kanker, dan itu bikin stres. Mengapa ini penting, dan apa yang bisa saya lakukan?",khawatir skrining kanker stres penting laku peduli luar skrining kanker kolorektal penting deteksi dini obat gampang kurang risiko sehat mental kurang stres santai info sederhana manfaat skrining tawarin nemenin dokter tenang brosur skrining pandu ragu yakinin,-1,-1,0.6484279,False,rejected
493,"Saya sering lupa pakai tabir surya, dan itu bikin was-was. Bagaimana ini bantu kesehatan mental, dan apa yang bisa saya lakukan?",lupa tabir surya sehat mental laku peduli kulit keren tabir surya cegah kanker kulit tenang jaga diri sehat mental taruh tabir surya dekat pintu lindung kulit pilih tabir surya aroma seru tips safety inspirasi lupa ingat,-1,-1,0.62352717,False,rejected
495,"Ketika aku merasa lingkungan tidak mendukung, apa yang bisa kupelajari dari semangat Dorothea Dix?",dukung semangat dorothea bawa ubah timbang kelompok advokasi lokal alam pintu dukung,-1,-1,0.4877234,False,rejected
500,Bagaimana cara sederhana menantang pikiran negatif harian?,sederhana tantang negatif tabel kolom situasi otomatis alternatif realistis ulang bentuk jalur saraf tenang,-1,-1,0.55574363,False,rejected
503,Aku takut presentasi. Apa langkah paparan bertahap yang aman?,takut presentasi papar tahap bayang presentasi rekam diri bicara kamar lanjut presentasi teman dekat audiens,-1,-1,0.6012758,False,rejected
506,Bagaimana memastikan privasi saat sesi video call?,privasi sesi call headphone ruang tutup aplikasi enkripsi tutup dokumen layar tetap,-1,-1,0.29065388,False,rejected
509,Aku takut penelitian analog nggak ngegambarin aku. Apa itu berguna?,takut analog ngegambarin desain analog pake tiru klien mirip kondisi susah dapetin klien asli works hasil perlu nyata hati hati khawatir,-1,-1,0.55208457,False,rejected
511,Aku orang Asia. Apa DSM ngerti pengalamanku?,asia alam diagnosis alam asia udah sensitif kritik kurang libat minoritas gejala kurang wakil latar belakang psikolog khawatir,-1,1,0.75532305,True,high
514,Aku merasa nggak bisa ngerti pelajaran baru. Apa aku kurang pinter?,kurang pinter sendiri paham butuh dekat tahu susah materi terlalu abstrak butuh contoh nyata guru temen jelas internet butuh susah,-1,-1,0.5348096,False,rejected
515,Aku suka menyembunyikan perasaanku di depan orang lain. Apa itu normal?,sembunyi depan laku sesuai ekspresi wajah sesuai situasi menang tempat umum sembunyi capek sendiri ruang temen keluarga lega,-1,14,0.68483835,True,medium
516,"Kadang aku lihat orang dengan ekspresi muka yang sama, tapi kok rasanya beda, apa sih yang bikin begitu?",ekspresi muka ekspresi muka makna sendiri proses emosi pengaruh alam senyum bahagia gugup penasaran pelan pelan siapa tahu paham balik ekspresi,-1,-1,0.5922216,False,rejected
518,"Aku merasa nggak bisa ngapa-ngapain karena lingkungan di sekitarku, apa yang bisa aku lakukan?",laku emang hambat mudah ubah kuat kontrol respons hadap aspek kecil ubah sudut kecil nyaman kerja refleksi dukung hambat solusi bareng,-1,28,0.7016948,True,medium
522,Aku ngerasa nggak punya bakat apa-apa dibandingkan temenku. Apa yang salah sama aku?,ngerasa bakat banding temenku salah salah terlalu sibuk inget inget bangga neng jago dengerin unik nyelesain eksplor nulis olahraga bakat,-1,-1,0.5712962,False,rejected
526,Aku merasa nggak punya kontrol atas hidupku. Apa yang bisa aku lakukan?,kontrol hidup laku nyaman kendali kontrol kecil atur putus capai tekan pecah kecil kuat atur,-1,28,0.6897961,True,medium
527,Aku merasa hidupku nggak under control. Gimana caranya aku ngambil alih lagi?,hidup under control ngambil kendali naik perahu ombak diri daya konasi putus kecil atur jadwal makan tidur catat kacau urutin ubah overwhelming psikolog rencana balikin kendali,-1,-1,0.62871677,False,rejected
528,"Aku sering merasa pikiranku penuh, tapi nggak tahu apa yang aku pikirkan. Apa yang bisa aku lakukan?",penuh tahu laku penuh jelas proses sekaligus luang perlu rapi cukup bebas urai kacau berat percaya profesional ringan,-1,-1,0.64872795,False,rejected
531,Aku merasa orang-orang nggak ngerti aku. Apa yang bisa aku lakukan?,laku erti sepi psikologi sosial komunikasi kunci ungkapin rasain sederhana jujur dekat nyambung siapa dengerin,-1,14,0.7575202,True,high
533,"Aku nggak suka ngeliat ke dalam diri, apa metode lain yang bisa aku coba?",ngeliat diri metode introspeksi berat metode ringan kuesioner perlu sederhana diri metode eksperimental hidup gali terlalu pilih paling nyaman lega,-1,28,0.66091186,True,medium
534,"Aku merasa kuesioner itu impersonal, apa ada cara bikin itu lebih personal?",kuesioner impersonal personal kuesioner kaku personal relevan umum momen hidup susun beberapa ungkap diri,-1,11,0.6781214,True,medium
536,Metode introspeksi eksperimental itu apa? Kedengerannya rumit.,metode introspeksi eksperimental kedengerannya rumit metode introspeksi eksperimental rumit dengar introspeksi tambah kontrol kelompok minta catat laku dengar musik pola luas bukan penasaran versi sederhana catat aktivitas nyoba,-1,-1,0.57186157,False,rejected
538,Aku merasa kuesioner itu kaku dan nggak bisa bikin aku ceritain semuanya. Ada solusi nggak?,kuesioner kaku solusi kuesioner tutup pilih batas kolom komentar kuesioner langsung penting tambah dengar masuk,-1,-1,0.5456133,False,rejected
539,Apa sih kelemahan kuesioner yang harus aku waspadai?,lemah kuesioner waspada kuesioner kurang fleksibel cukup jelas cakup situasi risiko kurang akurat buru buru makanya baca tenang paham kurang jelas,-1,0,0.713846,True,medium
540,Aku merasa nggak percaya diri kalau disuruh menjawab soal dalam bahasa. Apa yang bisa aku coba?,percaya diri suruh bahasa bahasa degan bahasa tantang sederhana baca pendek temen diskusi ringan bahasa lidah lentur penting jangan takut salah tuju maju,-1,22,0.74347836,True,medium
544,Aku pengen cepet selesai kalau ngerjain tugas. Tes apa yang bisa bantu aku?,cepet ngerjain tugas ngebut cepat cocok ngukur berapa cepat tugas tugas tugas pendek batas matematika ingat cepet bagus tepat,-1,28,0.7506156,True,high
