file;generator;question;answer;score_entailment;score_neutral;score_contradiction;score_final
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-17-30;grok;Mengapa seseorang kehilangan pandangan seperti anak-anak saat dewasa?;Karena mereka mulai menghadapi realitas seperti tanggung jawab, hubungan yang rumit, dan masalah sosial, yang membuat mereka kehilangan rasa sederhana dan optimisme.;0.9499;0.1604;0.1372;0.8127
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-17-30;grok;Apakah mungkin untuk kembali memiliki pandangan seperti anak-anak?;Ya, dengan melatih diri untuk fokus pada hal-hal sederhana, melepaskan cinisme, dan melihat dunia dengan rasa ingin tahu dan optimisme.;0.9201;0.1496;0.4636;0.4566
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-17-30;grok;Apa peran pengalaman pribadi dalam membentuk pandangan tentang dunia?;Pengalaman pribadi sangat memengaruhi cara kita memandang dunia. Pengalaman positif cenderung membuat kita optimis, sementara pengalaman negatif bisa membuat kita melihat dunia sebagai tempat yang rumit.;0.8614;0.3382;0.4464;0.415
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-17-30;grok;Bagaimana cara seseorang mengatasi perasaan bahwa dunia penuh dengan kemustahilan?;Dengan menyadari bahwa kemustahilan adalah hasil dari persepsi kita. Dengan mengubah cara kita memandang tantangan, kita bisa melihatnya sebagai peluang, bukan hambatan.;0.9447;0.1959;0.5477;0.397
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-17-30;grok;Apa yang bisa dilakukan untuk menghadapi hubungan yang rumit dengan orang lain?;Dengan menerima bahwa hubungan yang rumit adalah bagian dari kehidupan dan fokus pada komunikasi yang jujur serta empati untuk menyederhanakan interaksi.;0.9411;0.1172;0.0755;0.8656
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-17-30;grok;Mengapa seseorang merasa sulit untuk mengabaikan masalah sosial seperti diskriminasi?;Karena masalah sosial seperti diskriminasi, perang, dan ketidaksetaraan sangat memengaruhi kehidupan kita dan sulit diabaikan ketika kita menjadi sadar akan dampaknya.;0.9779;0.1679;0.0665;0.9114
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-17-30;grok;Apa yang bisa dilakukan untuk tetap tenang di tengah kesadaran akan masalah sosial?;Dengan fokus pada hal-hal yang bisa kita kontrol, seperti tindakan kecil untuk membantu orang lain, dan menerima bahwa tidak semua masalah bisa kita selesaikan sendiri.;0.9493;0.1293;0.0709;0.8784
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-17-30;grok;Apakah keyakinan bahwa dunia sederhana bisa membantu mengatasi rasa cemas?;Ya, dengan mempercayai bahwa dunia pada dasarnya sederhana, kita bisa mengurangi kecemasan dengan tidak membiarkan pikiran kita terjebak dalam kerumitan yang kita ciptakan sendiri.;0.9642;0.138;0.4259;0.5383
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-174-184;grok;Aku sering merasa cemas karena takut orang lain nggak suka sama aku. Gimana caranya biar aku nggak terlalu memikirkan itu?;Aku ngerti banget rasanya ingin diterima semua orang. Tapi, coba pikir, apa yang orang lain pikir tentangmu itu sebenarnya bukan sesuatu yang bisa kamu kendalikan. Fokus saja pada apa yang bisa kamu lakukan, seperti menjadi dirimu sendiri dan melakukan hal-hal yang bikin kamu bahagia. Kalau kamu nyaman dengan dirimu, orang lain juga akan lebih mudah menerimamu apa adanya.;0.8948;0.1214;0.1473;0.7475
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-174-184;grok;Tapi kalau aku nggak peduli sama pendapat orang lain, bukannya aku jadi egois?;Nggak egois kok. Justru dengan nggak terlalu memikirkan pendapat orang lain, kamu bisa lebih bebas untuk jadi diri sendiri dan membantu orang lain dengan tulus. Ini bukan berarti kamu cuek, tapi lebih tentang memisahkan apa yang jadi tanggung jawabmu dan apa yang bukan. Kamu nggak bisa mengatur perasaan orang lain, tapi kamu bisa mengatur caramu merespons mereka.;0.8968;0.2352;0.5191;0.3777
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-174-184;grok;Aku punya atasan yang selalu nggak puas sama kerjaanku. Aku merasa capek banget berusaha buat diakui. Apa yang harus aku lakukan?;Wah, itu pasti bikin frustrasi. Tapi coba lihat dari sisi lain: tugasmu adalah melakukan pekerjaan sebaik mungkin, bukan membuat atasanmu puas. Kalau dia nggak menghargai usahamu, itu bukan berarti kamu gagal. Fokus pada apa yang bisa kamu kendalikan, seperti meningkatkan keterampilanmu atau mencari cara untuk tetap termotivasi. Sikapmu yang positif akan membawa perubahan, meski nggak langsung.;0.8747;0.2516;0.2554;0.6193
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-174-184;grok;Tapi kalau atasan nggak suka sama aku, pekerjaanku jadi susah selesai. Aku bingung harus ngapain.;Aku paham, rasanya kayak terjebak. Tapi, kalau kamu bilang pekerjaanmu susah selesai karena atasan, itu kayak menyerahkan kendali ke dia. Coba fokus pada tugas-tugas yang bisa kamu selesaikan dengan baik, dan cari cara untuk tetap produktif meski situasinya nggak ideal. Mungkin kamu bisa bicara terbuka dengan atasan atau cari dukungan dari rekan kerja. Yang penting, jangan biarkan dia menentukan nilai dirimu.;0.8432;0.2127;0.2741;0.5691
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-174-184;grok;Aku merasa pembagian tugas yang kamu bilang itu bikin aku nggak peduli sama orang lain. Apa bener gitu?;Nggak, nggak gitu kok. Pembagian tugas ini justru membantu kamu membangun hubungan yang lebih sehat. Dengan tahu mana yang tugasmu dan mana yang tugas orang lain, kamu nggak akan merasa terbebani oleh ekspektasi yang nggak perlu. Kamu tetap bisa peduli, tapi tanpa harus mengorbankan dirimu sendiri. Ini tentang keseimbangan, bukan mengabaikan orang lain.;0.9594;0.1228;0.4819;0.4775
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-174-184;grok;Aku takut kalau aku nerapin pembagian tugas, aku malah jadi jauh sama orang-orang di sekitarku. Gimana caranya biar nggak gitu?;Keren, kamu sudah mikir ke depan! Pembagian tugas nggak bikin kamu jauh dari orang lain, kok. Justru ini bikin hubunganmu lebih jujur. Bayangin, kalau kamu terlalu dekat dan mencampuri urusan orang lain, malah bisa bikin hubungan tegang. Jaga jarak yang pas—cukup dekat untuk peduli, tapi cukup jauh supaya kalian berdua punya ruang untuk jadi diri sendiri.;0.6965;0.1976;0.5781;0.1183
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-174-184;grok;Aku dengar tentang kisah simpul Gordian. Apa hubungannya sama masalahku yang susah ngatur hubungan sama orang lain?;Simpul Gordian itu kayak masalah hubungan yang rumit—kalau cuma diotak-atik pake cara biasa, nggak akan selesai. Kadang, kamu perlu pendekatan baru, seperti memotong simpul itu dengan tegas. Dalam hubungan, ini artinya berani fokus pada tugasmu sendiri dan nggak terjebak pada drama yang nggak perlu. Dengan begitu, kamu bisa melihat masalah lebih jernih dan menemukan solusi yang lebih sederhana.;0.9054;0.1275;0.3693;0.536
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-174-184;grok;Tapi kalau aku motong simpul kayak gitu, bukannya aku bakal menyakiti orang lain atau bikin mereka menjauh?;Aku ngerti kekhawatiranmu. Tapi motong simpul di sini bukan berarti menyakiti orang lain, melainkan membebaskan dirimu dari beban yang nggak perlu. Misalnya, kalau kamu berhenti berusaha mengubah perasaan orang lain tentangmu, kamu justru bisa lebih tulus dalam berhubungan. Orang-orang yang menghargaimu akan tetap ada, dan hubungan kalian akan lebih kuat karena kalian saling menghormati batasan masing-masing.;0.9027;0.157;0.6554;0.2473
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-174-184;grok;Aku merasa pembagian tugas ini terlalu dingin, kayak nggak ada emosi. Apa nggak bikin aku kehilangan koneksi sama orang lain?;Aku tahu, awalnya mungkin terasa kaku. Tapi sebenarnya, pembagian tugas ini membantumu membangun koneksi yang lebih asli. Dengan nggak mencampuri urusan orang lain, kamu memberi mereka kebebasan untuk jadi diri mereka sendiri, dan kamu juga bebas jadi dirimu. Ini bukan tentang nggak peduli, tapi tentang menghormati. Emosi tetap ada, tapi kamu mengelolanya dengan lebih bijak.;0.8544;0.1738;0.3341;0.5202
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-174-184;grok;Aku takut kalau aku nggak ikut campur, orang-orang yang aku sayang malah nggak merasa aku peduli. Gimana dong?;Wajar banget khawatir gitu. Tapi peduli nggak selalu berarti harus ikut campur, lho. Kamu bisa nunjukin perhatian dengan mendengarkan, memberi dukungan, atau ada saat mereka butuh. Yang penting, biarkan mereka yang menentukan langkah mereka sendiri. Dengan begitu, mereka akan merasa dihargai, bukan dikendalikan, dan hubungan kalian akan lebih harmonis.;0.8655;0.1842;0.5233;0.3421
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-174-184;grok;Aku merasa hidupku berantakan karena hubungan sama orang lain. Apa pembagian tugas ini beneran bisa bikin hidupku lebih sederhana?;Pasti bisa! Bayangin, kalau kamu cuma fokus pada tugasmu sendiri—seperti menjaga kesehatan mentalmu, melakukan pekerjaanmu, atau mengejar mimpimu—dunia bakal terasa lebih ringan. Kamu nggak perlu membawa beban untuk mengatur perasaan atau tindakan orang lain. Hidup jadi lebih sederhana karena kamu cuma ngurusin yang memang jadi tanggung jawabmu.;0.8381;0.2723;0.5267;0.3113
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-174-184;grok;Aku masih susah nerima konsep ini. Rasanya kayak nggak manusiawi. Apa aku salah mikir?;Nggak salah kok, wajar banget merasa gitu di awal. Konsep ini memang bisa terasa asing karena kita sering diajarin buat selalu memikirkan orang lain. Tapi coba lihat, dengan pembagian tugas, kamu justru menghormati orang lain sebagai individu yang punya kendali atas hidup mereka. Ini bukan tentang jadi dingin, tapi tentang memberi kebebasan—buat mereka dan buat dirimu sendiri.;0.9283;0.2288;0.4888;0.4394
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-185-195;grok;Aku sering merasa tertekan karena ingin semua orang menyukaiku. Apa yang bisa aku lakukan?;Wajar kok kalau kamu ingin disukai, tapi coba pikirkan: menyenangkan semua orang itu seperti mengejar bayangan, capek dan nggak pernah selesai. Mungkin kamu bisa mulai dengan menerima dirimu apa adanya. Fokus pada apa yang bikin kamu bahagia, bukan pada apa yang orang lain pikirkan. Mau ceritain apa yang biasanya bikin kamu merasa harus disukai semua orang?;0.8698;0.2036;0.4372;0.4325
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-185-195;grok;Kenapa aku selalu khawatir tentang apa yang orang lain pikirkan tentangku?;Itu bisa datang dari keinginan alami untuk diterima, tapi kadang keinginan itu bikin kita lupa nilai diri sendiri. Bayangin kalau kamu nggak perlu cari pengakuan dari orang lain, tapi dari dirimu sendiri. Apa yang bikin kamu merasa berharga? Coba tulis tiga hal yang kamu suka dari dirimu, mungkin itu bisa jadi langkah awal!;0.9491;0.1628;0.5039;0.4452
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-185-195;grok;Aku merasa hidupku nggak jelas, kayak nggak tahu apa yang sebenarnya aku mau. Gimana caranya biar lebih yakin?;Kadang hidup memang terasa seperti kabut, ya. Tapi nggak apa-apa, itu artinya kamu sedang mencari. Coba mulai dari hal kecil: apa satu hal yang bikin kamu penasaran atau senang akhir-akhir ini? Nggak perlu jawaban besar, cukup ikuti rasa ingin tahu itu. Kalau mau, ceritain dong, apa yang lagi bikin kamu bingung soal hidupmu?;0.8733;0.1272;0.3527;0.5206
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-185-195;grok;Aku takut banget kalau orang lain nggak suka sama aku. Ini normal nggak sih?;Sangat normal! Hampir semua orang pernah merasa begitu. Tapi coba bayangkan, kalau kamu terus berusaha bikin semua orang suka, kamu bisa kehilangan diri sendiri. Mungkin coba tanya: apa yang bikin aku takut kalau nggak disukai? Dari situ, kita bisa cari cara buat lebih percaya diri. Apa yang biasanya bikin kamu takut kalau orang nggak suka?;0.9267;0.1091;0.1455;0.7812
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-185-195;grok;Aku sering merasa orang lain menentukan hidupku. Gimana caranya biar aku lebih bebas?;Rasa itu bisa muncul kalau kita terlalu fokus pada ekspektasi orang lain. Kebebasan itu dimulai dari dalam, lho. Coba tanya diri sendiri: apa yang aku mau lakukan kalau nggak ada tekanan dari siapa pun? Mulai dari langkah kecil, seperti melakukan hobi yang kamu suka tanpa peduli omongan orang. Apa hobi atau hal yang pengen kamu coba tapi takut dihakimi?;0.9611;0.1654;0.1721;0.789
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-185-195;grok;Kadang aku merasa hidupku cuma buat memenuhi harapan orang lain. Aku capek banget. Apa yang salah?;Kamu nggak salah, kok. Hidup buat orang lain memang bisa bikin lelah, karena itu seperti lari tanpa tujuan yang benar-benar milikmu. Coba luangkan waktu buat kenali apa yang kamu inginkan, bukan apa yang orang lain harapkan. Misalnya, apa satu hal kecil yang bisa kamu lakukan hari ini cuma buat bikin dirimu senang?;0.8213;0.2088;0.6383;0.183
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-185-195;grok;Aku pengen hidup sesuai keinginanku, tapi takut dianggap egois. Gimana dong?;Hidup sesuai keinginanmu bukan berarti egois, lho. Itu artinya kamu menghargai diri sendiri. Orang lain mungkin punya pendapat, tapi kamu nggak bisa mengontrol apa yang mereka pikirkan. Coba mulai dengan satu keputusan kecil yang bikin kamu merasa bebas, seperti memilih aktivitas yang kamu nikmati. Apa yang pengen kamu coba tapi takut dianggap egois?;0.9264;0.1358;0.2629;0.6635
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-185-195;grok;Aku bingung, apa sih arti kebebasan itu sebenarnya?;Kebebasan itu tentang bisa jadi dirimu sendiri tanpa terikat oleh apa yang orang lain pikirkan atau harapkan. Bukan berarti nggak peduli sama orang lain, tapi lebih tentang memilih jalan yang sesuai dengan nilai dan keinginanmu. Coba ceritain, menurutmu kebebasan itu seperti apa? Apa yang bikin kamu merasa nggak bebas sekarang?;0.9141;0.1499;0.5556;0.3584
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-185-195;grok;Kalau aku nggak peduli sama pendapat orang lain, apa nggak jadi orang yang sombong?;Nggak peduli pendapat orang lain bukan berarti sombong, tapi lebih tentang percaya pada dirimu sendiri. Kamu tetap bisa rendah hati sambil menjalani hidup yang sesuai dengan hatimu. Misalnya, coba pikirkan satu keputusan yang pengen kamu ambil tanpa mikirin omongan orang. Apa itu? Aku dukung kamu buat coba!;0.9267;0.1572;0.6155;0.3112
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-185-195;grok;Aku merasa hidupku cuma buat menyenangkan orang lain. Gimana caranya berhenti dari kebiasaan ini?;Itu langkah besar kalau kamu sudah menyadari ini! Coba mulai dengan menetapkan batasan kecil, seperti bilang 'tidak' pada sesuatu yang nggak kamu inginkan. Atau luangkan waktu buat melakukan sesuatu yang murni buat dirimu sendiri, seperti menonton film favorit atau jalan-jalan. Apa yang biasanya bikin kamu merasa harus menyenangkan orang lain?;0.9012;0.2293;0.458;0.4432
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-196-206;grok;Aku merasa hubunganku dengan orang tua selalu bermasalah, apa yang bisa aku lakukan?;Hubungan dengan orang tua memang bisa rumit, tapi coba pikirkan soal pembagian tugas. Fokus pada apa yang bisa kamu kontrol, yaitu sikap dan tindakanmu sendiri. Cobalah mendekati mereka dengan niat tulus untuk memperbaiki hubungan, tanpa mengharapkan mereka berubah. Misalnya, mulai dengan percakapan kecil yang positif. Kamu punya kekuatan untuk memulai langkah pertama!;0.8293;0.2843;0.2919;0.5374
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-196-206;grok;Kenapa aku selalu merasa takut mengingat masa kecilku yang penuh konflik?;Wajar kalau kenangan masa kecil yang sulit bikin kamu takut. Tapi coba lihat dari sudut lain: kenangan itu seperti kartu dalam hidupmu. Kamu bisa memilih untuk tidak membiarkannya mengendalikan hubunganmu sekarang. Coba tulis apa yang kamu rasakan, lalu pikirkan satu hal kecil yang bisa kamu lakukan untuk berdamai dengan masa lalu, seperti meditasi atau ngobrol sama temen dekat.;0.8364;0.2297;0.2641;0.5723
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-196-206;grok;Aku merasa orang lain selalu punya kendali atas hubunganku, apa aku salah?;Kamu nggak salah merasa begitu, tapi sebenarnya kamu yang pegang kendali atas hubunganmu. Banyak orang berpikir orang lain yang menentukan, tapi kalau kamu paham pembagian tugas, kamu akan lihat bahwa sikapmu sendiri yang bikin perubahan. Coba fokus pada apa yang kamu bisa ubah, misalnya cara kamu merespons orang lain, dan lihat perbedaannya!;0.9201;0.113;0.0686;0.8515
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-196-206;grok;Aku ingin memperbaiki hubungan dengan keluargaku, tapi takut mereka nggak berubah, apa yang harus aku lakukan?;Itu langkah berani yang kamu pikirkan! Ingat, kamu nggak bisa mengubah orang lain, tapi kamu bisa mengubah caramu mendekati mereka. Cobalah lakukan sesuatu dengan tulus, seperti menghabiskan waktu bersama atau sekadar mendengarkan mereka. Kalau mereka nggak berubah, itu bukan kegagalanmu. Yang penting, kamu sudah berusaha, dan itu akan bikin kamu lebih tenang.;0.901;0.0813;0.1029;0.7981
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-196-206;grok;Aku merasa bersalah karena nggak bisa bikin orang tuaku senang, apa aku egois?;Nggak, kamu nggak egois. Merasa bertanggung jawab atas kebahagiaan orang lain itu wajar, tapi itu bukan tugasmu. Setiap orang punya tanggung jawab atas perasaannya sendiri. Coba fokus pada apa yang bikin kamu bahagia dan autentik, lalu bagikan kebahagiaan itu dengan mereka. Itu cara terbaik untuk menunjukkan pedulimu.;0.9313;0.2047;0.2013;0.73
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-196-206;grok;Aku takut kalau mencoba memperbaiki hubungan justru bikin semuanya lebih buruk, apa yang harus aku lakukan?;Ketakutan itu normal, tapi jangan biarkan itu menghentikanmu. Mulai dari langkah kecil, seperti mengirim pesan sederhana atau bertanya kabar. Yang penting, lakukan dengan niat tulus tanpa mengharapkan hasil tertentu. Kamu nggak bisa mengontrol reaksi mereka, tapi kamu bisa mengontrol usahamu. Itu sudah cukup berarti.;0.9339;0.3108;0.0973;0.8365
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-196-206;grok;Kenapa aku merasa hubunganku dengan orang lain selalu bergantung pada apa yang mereka pikirkan tentangku?;Itu bisa jadi karena kamu terlalu fokus pada pandangan orang lain. Coba pikirkan: kamu punya kekuatan untuk memegang kendali atas hubunganmu. Alih-alih mencoba memenuhi harapan mereka, coba tunjukkan dirimu yang autentik. Misalnya, lakukan sesuatu yang bikin kamu bangga, dan itu akan memengaruhi hubunganmu secara positif.;0.8786;0.1759;0.3815;0.4971
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-196-206;grok;Aku merasa kesepian kalau terlalu memisahkan tugas dalam hubungan, apa aku salah paham?;Nggak, kamu nggak salah merasa begitu. Memisahkan tugas bukan berarti memutus hubungan, tapi lebih tentang memberi kebebasan pada diri sendiri dan orang lain. Kamu tetap bisa peduli dan terhubung, tapi tanpa beban harus mengontrol semuanya. Coba luangkan waktu untuk ngobrol sama seseorang yang kamu percaya, itu bisa bantu kurangi rasa sepi.;0.9182;0.2553;0.1474;0.7708
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-196-206;grok;Aku ingin hubunganku dengan keluarga membaik, tapi aku nggak tahu harus mulai dari mana, ada saran?;Langkah pertama itu selalu yang paling sulit, tapi juga paling berarti. Coba mulai dengan sesuatu yang sederhana, seperti menghubungi mereka untuk ngobrol ringan atau membantu dalam hal kecil. Yang penting, lakukan tanpa mengharapkan mereka langsung berubah. Fokus pada usahamu, dan itu akan bikin kamu merasa lebih ringan.;0.9685;0.1985;0.126;0.8425
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-196-206;grok;Aku merasa masa laluku bikin aku sulit percaya sama orang, apa yang bisa aku lakukan?;Masa lalu memang bisa bikin kita ragu, tapi kamu punya kekuatan untuk mengubah cara pandangmu. Coba tulis hal-hal dari masa lalu yang bikin kamu sulit percaya, lalu pikirkan satu orang yang bisa kamu coba percayai dengan langkah kecil, seperti berbagi cerita ringan. Itu bisa jadi awal untuk membangun kepercayaan lagi.;0.9439;0.3001;0.0673;0.8767
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-196-206;grok;Aku merasa bersalah kalau nggak bisa bikin semua orang senang, apa itu normal?;Itu sangat normal, tapi coba ingat: kebahagiaan orang lain bukan tanggung jawabmu. Kamu bisa peduli dan mendukung, tapi mereka yang memilih untuk bahagia. Coba fokus pada apa yang bikin kamu merasa baik, seperti melakukan hobi atau meditasi, dan itu akan bantu kamu merasa lebih ringan.;0.8993;0.2177;0.2429;0.6565
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-196-206;grok;Aku takut kalau usahaku memperbaiki hubungan nggak dihargai, apa aku harus tetap mencoba?;Ketakutan itu wajar, tapi usahamu nggak pernah sia-sia, karena itu menunjukkan keberanianmu. Coba lakukan sesuatu yang tulus, seperti mengungkapkan perasaanmu dengan jujur atau sekadar ada untuk mereka. Kalau nggak dihargai, itu bukan cerminan dirimu. Yang penting, kamu sudah berusaha, dan itu bikin kamu lebih kuat.;0.9176;0.1688;0.1599;0.7577
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-196-206;grok;Aku merasa hidupku nggak berarti kalau orang lain nggak menyukaiku, apa yang salah denganku?;Nggak ada yang salah denganmu. Merasa ingin disukai itu manusiawi, tapi makna hidupmu nggak bergantung pada opini orang lain. Coba cari satu hal yang bikin kamu merasa hidup, seperti mengejar hobi atau membantu seseorang. Itu akan bantu kamu lihat bahwa kamu berharga apa adanya.;0.9211;0.2448;0.1117;0.8094
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-196-206;grok;Aku merasa terjebak dalam hubungan yang nggak sehat, tapi nggak tahu cara keluar, apa saranmu?;Itu pasti berat, tapi kamu punya kekuatan untuk mengambil langkah. Coba pikirkan pembagian tugas: fokus pada apa yang bisa kamu lakukan, seperti menetapkan batasan atau mencari dukungan dari teman. Mulai dengan langkah kecil, seperti menulis apa yang kamu inginkan dari hubungan itu, dan itu akan bantu kamu lihat jalan keluar.;0.8977;0.1858;0.3152;0.5825
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-196-206;grok;Aku merasa nggak bisa lepas dari kenangan buruk, apa yang bisa aku lakukan?;Kenangan buruk bisa terasa berat, tapi kamu bisa memilih untuk nggak membiarkannya mengendalikanmu. Coba luangkan waktu untuk menulis apa yang kamu rasakan, lalu pikirkan satu hal positif yang bisa kamu lakukan hari ini, seperti jalan-jalan atau ngobrol sama temen. Itu akan bantu kamu perlahan berdamai dengan masa lalu.;0.9437;0.2073;0.0778;0.8659
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-207-217;grok;Aku sering merasa emosi datang begitu saja dan aku nggak bisa mengendalikannya. Apa bener emosi itu sesuatu yang nggak bisa kita atur?;Sebenarnya, emosi bukan sesuatu yang muncul begitu saja tanpa kendali. Setiap emosi yang kamu rasakan sebenarnya adalah bagian dari dirimu yang utuh, bukan sesuatu yang terpisah. Misalnya, kalau kamu marah dan berteriak, itu bukan karena emosi yang 'menguasai' kamu, tapi karena kamu memilih untuk mengekspresikannya seperti itu. Coba deh, lain kali pas emosi datang, tarik napas dalam-dalam dan tanya ke diri sendiri, 'Apa yang sebenarnya aku mau sampaikan?' Itu bisa bantu kamu mengenali emosi tanpa merasa dikuasai.;0.87;0.1954;0.4421;0.4279
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-207-217;grok;Aku suka overthinking soal apa yang orang lain pikirkan tentang aku. Gimana caranya biar aku nggak terlalu terpaku sama opini orang?;Wah, itu wajar kok, tapi bisa bikin capek, ya. Coba mulai dari mengenali bahwa fokus ke opini orang lain itu seringkali bikin kamu lupa sama apa yang kamu inginkan. Bayangkan hubungan kamu dengan orang lain seperti benang yang saling terhubung, tapi nggak harus bikin kamu kehilangan dirimu sendiri. Mulai kecil aja, misalnya, lakukan sesuatu yang bikin kamu senang tanpa mikirin apa kata orang. Lama-lama, kamu akan lebih nyaman jadi diri sendiri.;0.8849;0.1715;0.3302;0.5547
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-207-217;grok;Kadang aku merasa hubungan sama orang lain itu ribet. Apa sih kunci buat bikin hubungan yang nggak bikin stres?;Hubungan memang bisa terasa rumit, tapi sebenarnya semua tentang keseimbangan. Coba lihat orang lain sebagai 'teman seperjuangan', bukan saingan atau ancaman. Artinya, kamu nggak perlu merasa harus selalu menyenangkan mereka, tapi juga nggak perlu menjaga jarak terlalu jauh. Yang penting, jaga komunikasi yang jujur dan hormati batasan masing-masing. Misalnya, kalau ada konflik, coba bicara dengan tenang apa yang kamu rasakan, bukan malah menyimpan atau meledak.;0.8774;0.1806;0.4701;0.4074
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-207-217;grok;Aku pengen punya hubungan yang baik sama orang lain, tapi kok rasanya sulit banget. Apa yang salah?;Nggak ada yang salah dengan kamu, kok. Membangun hubungan yang baik itu memang butuh waktu dan usaha. Salah satu kuncinya adalah mulai dengan melihat orang lain sebagai bagian dari ‘komunitas’ kamu, tempat kamu bisa saling dukung. Coba tanya ke diri sendiri, ‘Apa yang bisa aku lakukan untuk bikin orang lain merasa dihargai?’ Bisa sesederhana mendengarkan dengan penuh perhatian atau ngobrol ringan tanpa menghakimi. Dari situ, hubungan biasanya akan terasa lebih alami.;0.8963;0.2276;0.5474;0.3488
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-207-217;grok;Aku sering ngerasa nggak punya tempat di kelompok atau lingkunganku. Gimana caranya biar aku merasa lebih diterima?;Perasaan kayak gitu pasti berat, ya. Tapi coba deh lihat dari sudut lain: kamu nggak perlu ‘mencari’ tempat, karena kamu sudah punya nilai hanya dengan jadi dirimu sendiri. Mulai dengan hal kecil, seperti ikut ngobrol atau bantu temen dalam hal sederhana. Itu bisa bikin kamu merasa lebih terhubung. Dan ingat, kamu nggak harus disukai semua orang—cukup temukan orang-orang yang menghargai kamu apa adanya.;0.8875;0.1558;0.6855;0.2019
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-207-217;grok;Aku takut kalau orang lain nggak suka sama aku. Apa yang harus aku lakukan biar nggak takut gitu lagi?;Takut nggak disukai itu wajar, tapi kalau terus-terusan dipikirin, bisa bikin kamu lupa siapa kamu sebenarnya. Coba alihkan fokus dari ‘apa yang orang pikirkan’ ke ‘apa yang aku bisa berikan’. Misalnya, coba lakukan sesuatu yang bikin kamu bangga sama diri sendiri, kayak membantu temen atau nyanyi sepuasnya di kamar. Ketika kamu nyaman sama diri sendiri, ketakutan itu biasanya pelan-pelan memudar.;0.928;0.2083;0.3316;0.5964
