file;generator;question;answer;score_entailment;score_neutral;score_contradiction;score_final
Seni Menyiksa Diri x Febriawan Jauhari-54-67;grok;Aku pengen orang-orang nerima aku apa adanya, tapi aku sendiri ngerasa susah nerima kekuranganku. Apa yang bisa aku coba?;Wah, kamu jujur banget, itu udah langkah keren! Nerima kekurangan itu emang nggak gampang, tapi coba mulai dari hal kecil: tulis tiga kekurangan yang kamu ngerasa nggak suka, terus di sebelahnya tulis satu hal positif dari kekurangan itu. Misalnya, ‘Aku pemalu, tapi aku pendiam yang bikin orang nyaman.’ Itu bikin kamu lihat kekurangan dari sudut baru. Orang lain biasanya lebih gampang nerima kita kalau kita udah mulai sayang sama diri sendiri.;0.836;0.2018;0.1927;0.6433
Seni Menyiksa Diri x Febriawan Jauhari-54-67;grok;Aku takut banget orang-orang ngomongin kejelekan aku di belakang. Gimana caranya biar nggak parno?;Takut diomongin itu wajar, tapi seringkali cuma pikiran kita yang lebay. Coba tanya diri sendiri: ‘Kalau pun bener ada yang ngomong, apa itu bikin aku kurang berharga?’ Jawabannya nggak! Fokus aja ke hal yang kamu bisa kontrol, seperti jadi versi terbaik dirimu setiap hari. Misalnya, lakuin satu kebaikan kecil, seperti senyum ke orang asing atau bantu temen. Itu bikin kamu merasa lebih kuat dari omongan orang. Kamu cukup buat dirimu sendiri, kok!;0.7607;0.1282;0.3971;0.3636
Seni Menyiksa Diri x Febriawan Jauhari-54-67;grok;Aku ngerasa gagal banget dibandingkan orang lain. Aku harus mulai dari mana biar nggak terus-terusan ngerasa gitu?;Perbandingan itu kayak racun buat hati, ya. Coba deh stop sejenak, tarik napas, terus tulis satu hal yang kamu capai, sekecil apapun—misalnya, ‘Aku bangun pagi ini’ atau ‘Aku selesain tugas.’ Itu kemenangan! Setiap orang punya perjalanan sendiri, jadi nggak adil bandingin bab-bab cerita kalian. Mulai dari sekarang, buat goal kecil harian, seperti baca buku 10 menit atau jalan kaki. Tiap kali berhasil, rayain! Kamu udah cukup, lho.;0.6944;0.1519;0.3387;0.3557
Seni Menyiksa Diri x Febriawan Jauhari-54-67;grok;Aku pengen berdamai sama diri sendiri, tapi nggak tahu caranya. Ada saran nggak?;Berdamai sama diri sendiri itu kayak perjalanan, bukan tujuan yang buru-buru sampai. Mulai dari hal sederhana: coba ngobrol sama diri sendiri di cermin, bilang: ‘Aku lagi belajar mencintai diriku, dan itu oke.’ Terus, tiap malam sebelum tidur, tulis satu hal yang bikin kamu bangga hari itu, meski cuma minum air cukup atau senyum ke orang. Kalau ada luka lama, coba ceritain ke jurnal atau orang terpercaya. Sedikit demi sedikit, kamu bakal ngerasa lebih ringan.;0.8089;0.1635;0.1952;0.6137
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku merasa gagal banget karena dulu pernah gagal dalam tanggung jawab besar. Apa aku bakal gagal lagi di tanggung jawab sekarang?;Gagal di masa lalu nggak berarti kamu pasti gagal sekarang. Setiap tanggung jawab itu beda, dan kamu punya kesempatan baru untuk berhasil. Coba fokus ke apa yang bisa kamu lakukan hari ini, ya.;0.8128;0.1678;0.6864;0.1263
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Masa laluku penuh kegagalan, aku takut masa depanku juga bakal sama gelap. Gimana caranya aku nggak takut?;Wajar kok takut, tapi masa lalu nggak menentukan masa depanmu. Coba lihat masa sekarang sebagai kanvas baru. Apa satu langkah kecil yang bisa kamu ambil hari ini untuk bikin masa depanmu lebih cerah?;0.703;0.1337;0.5977;0.1053
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku nggak bisa lepas dari pikiran tentang kegagalan masa lalu. Rasanya berat banget buat move on. Apa yang harus aku lakukan?;Memang nggak gampang, tapi coba ingat, hari ini adalah hari yang berdiri sendiri, nggak nyambung sama kemarin. Mungkin kamu bisa mulai dengan menulis apa yang kamu syukuri hari ini, biar pikiranmu beralih ke yang positif.;0.7499;0.1731;0.6442;0.1057
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Kenapa sih aku selalu ngerasa masa lalu dan masa sekarang tuh nyambung? Padahal aku pengen pisahin keduanya.;Itu wajar, kadang otak kita suka nyambung-nyambungin. Tapi coba bayangin, hidup ini kayak tiket teater: kamu nggak bisa nonton dua film sekaligus, kan? Fokus ke ‘film’ hari ini, dan biarin masa lalu jadi cerita yang udah selesai.;0.8361;0.1666;0.4665;0.3697
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku punya trauma dari kegagalan dulu, jadi ragu buat ambil kesempatan baru. Gimana caranya aku berani lagi?;Trauma itu memang bikin ragu, tapi justru itu bisa jadi senjata. Kamu udah tahu apa yang nggak berhasil sebelumnya, jadi sekarang kamu bisa lebih hati-hati dan siap. Apa satu langkah kecil yang bisa kamu coba untuk mulai melangkah lagi?;0.8754;0.1354;0.5077;0.3677
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku udah gagal berkali-kali, rasanya nggak ada harapan. Apa aku harus nyerah aja?;Jangan nyerah! Setiap kegagalan itu kayak pelajaran yang bikin kamu lebih kuat. Bayangin, ada orang yang gagal tiga kali masuk kampus, tapi di percobaan keempat berhasil karena dia udah paham caranya. Kamu juga bisa, coba lagi dengan persiapan yang lebih matang.;0.9728;0.1255;0.2864;0.6864
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku takut gagal lagi karena trauma masa lalu. Apa trauma ini bakal terus bikin aku stuck?;Trauma itu nggak untuk bikin kamu berhenti, tapi untuk bikin kamu lebih hati-hati. Anggap trauma itu kayak alarm yang ngingetin kamu buat melangkah dengan lebih bijak. Apa yang bisa kamu lakukan hari ini untuk bikin langkahmu lebih mantap?;0.8684;0.1564;0.3698;0.4986
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku stres banget lihat hasil ujianku yang jelek. Harusnya aku nyerah aja, ya?;Jangan menyerah! Nilai jelek itu cuma momen, bukan akhir cerita. Coba gunain stres itu sebagai bahan bakar buat belajar lebih giat. Orang besar justru lihat kegagalan sebagai pemicu untuk maju. Kamu mau coba buat jadwal belajar baru?;0.9111;0.0874;0.311;0.6001
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku ngerasa kegagalan itu bikin aku lemah. Gimana caranya aku bisa lihat kegagalan sebagai sesuatu yang positif?;Kegagalan itu kayak pecut buat kuda: makin kencang pecutnya, makin cepat larinya. Coba lihat kegagalanmu sebagai pelajaran yang bikin kamu lebih siap. Apa satu hal yang kamu pelajari dari kegagalan terakhirmu?;0.9165;0.1256;0.4826;0.4339
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku lihat orang sukses di TV, mereka bilang pernah gagal besar. Tapi aku kok nggak yakin bisa bangkit kayak mereka?;Orang sukses itu nggak beda sama kamu, mereka juga pernah jatuh. Bedanya, mereka pilih bangkit dan coba lagi. Kamu juga bisa mulai dari langkah kecil, misalnya nyoba satu hal baru hari ini. Apa yang pengen kamu coba?;0.9715;0.1486;0.2388;0.7326
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku ngerasa stuck karena kegagalan masa lalu. Gimana caranya aku lepas dari perasaan ini?;Lepasin beban itu dengan fokus ke apa yang bisa kamu lakukan sekarang. Bayangin masa sekarangmu sebagai kesempatan buat menang atas masa lalumu. Apa satu tindakan kecil yang bisa bikin kamu merasa lebih ringan hari ini?;0.8592;0.2141;0.3724;0.4867
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku iri banget sama temen yang lebih sukses. Apa artinya aku payah?;Iri itu sinyal bahwa kamu pengen jadi lebih baik, bukan berarti kamu payah. Daripada iri, coba belajar dari temenmu. Apa satu hal yang bisa kamu tiru dari dia untuk bikin dirimu lebih maju?;0.9267;0.2093;0.6055;0.3212
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku dikritik habis-habisan sama orang. Rasanya sakit, tapi aku nggak mau ngaku salah. Apa yang harus aku lakukan?;Kritik itu kadang perih, tapi pasti ada satu-dua poin yang bener. Coba ambil waktu buat mikir, apa ada bagian dari kritik itu yang bisa bikin kamu lebih baik? Evaluasi diri itu kayak hadiah gratis, lho.;0.8851;0.3579;0.4678;0.4173
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku gagal lagi, dan rasanya pengen nyalahin keadaan. Tapi aku tahu itu salah. Gimana caranya aku bangkit?;Keren, kamu udah sadar nggak mau nyalahin keadaan! Kegagalan itu karena usaha kita belum maksimal, dan itu artinya kamu punya ruang buat improve. Coba buat rencana kecil, apa yang mau kamu tingkatkan untuk coba lagi?;0.725;0.2625;0.5004;0.2245
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku ngerasa hidupku lagi nggak baik-baik aja. Gimana aku tahu apa yang salah?;Kamu bisa cek dari tiga hal: apa kamu iri sama orang lain, apa kamu dikritik, atau apa kamu lagi jatuh? Ketiganya itu sinyal buat introspeksi. Coba pilih satu, misalnya iri, dan tanya diri sendiri: apa yang bisa aku pelajari dari orang yang aku iri?;0.8291;0.1834;0.2609;0.5683
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku lagi di titik terendah hidupku. Apa ini akhir dari segalanya?;Nggak, ini bukan akhir! Titik terendah itu justru momen di mana kamu bisa bangkit paling kuat. Bayangin superhero, mereka selalu bangkit pas lagi terpuruk. Apa satu langkah kecil yang bisa kamu ambil sekarang buat mulai bangkit?;0.8172;0.1227;0.3935;0.4237
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku takut gagal lagi, rasanya nggak sanggup. Apa yang bisa bikin aku berani coba lagi?;Takut itu wajar, tapi coba ingat: setiap kegagalan bikin kamu lebih paham caranya menang. Bayangin kegagalan itu kayak latihan, makin sering latihan, makin jago. Apa satu hal kecil yang bisa kamu coba hari ini tanpa takut gagal?;0.9038;0.1243;0.3629;0.5409
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku ngerasa masa laluku bikin aku nggak layak buat sukses. Gimana caranya aku lepas dari pikiran ini?;Masa lalu nggak menentukan nilai dirimu. Coba fokus ke apa yang bisa kamu lakukan sekarang buat bikin masa depanmu cerah. Misalnya, apa satu tujuan kecil yang bisa kamu kejar minggu ini?;0.7224;0.1556;0.9327;-0.2103
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku ngerasa hidupku nggak akan pernah baik-baik aja. Apa yang salah sama aku?;Nggak ada yang salah sama kamu. Kadang hidup memang berat, tapi momen terburuk itu datang buat ngasah kamu, bukan buat hancurin. Coba cari satu hal kecil yang bikin kamu senyum hari ini, dan mulai dari situ.;0.7126;0.2362;0.5908;0.1218
Seni Menyiksa Diri x Febriawan Jauhari-68-83;grok;Aku pengen sukses, tapi kegagalan masa lalu bikin aku nggak pede. Gimana caranya aku yakin sama diri sendiri?;Kegagalan itu cuma proses, bukan tanda kamu nggak bisa. Orang sukses juga pernah gagal, tapi mereka pilih coba lagi. Coba tulis tiga kelebihanmu, dan ingat, itu senjata buat bikin kamu sukses!;0.8417;0.086;0.2441;0.5976
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Kenapa aku merasa bersalah sama orang tua aku?;Mungkin karena kamu merasa mereka sudah banyak berkorban untukmu, tapi kadang kamu nggak bisa membalas dengan cara yang mereka harapkan. Coba ceritain, apa yang bikin kamu merasa bersalah?;0.9428;0.2098;0.5668;0.3761
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Aku sering nggak enakan sama temen, tapi kok malah bikin aku capek sendiri?;Wajar kok, kadang kita pengen selalu ada buat temen, tapi lupa jaga diri sendiri. Kamu merasa capek karena mungkin kamu sering mengesampingkan kebutuhanmu. Pernah coba ngobrol sama mereka soal ini?;0.8799;0.1895;0.7135;0.1664
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Aku ngerasa nggak pernah cukup buat orang-orang di sekitarku, kenapa ya?;Itu bisa jadi karena kamu terlalu keras sama diri sendiri. Kamu ngerasa harus sempurna buat orang lain, padahal mereka mungkin nggak expect sebanyak itu. Coba pikir, apa kamu juga nuntut hal yang sama dari mereka?;0.9637;0.2397;0.559;0.4047
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Aku suka marah-marah sama diri sendiri kalau gagal, normal nggak sih?;Normal kok, banyak orang ngalamin itu. Tapi kalau terlalu sering memaki diri sendiri, itu bisa bikin kamu tambah down. Mungkin coba peluk diri sendiri dulu, kasih sedikit pujian atas usaha kerasmu. Mau coba mulai dari mana?;0.6242;0.1773;0.8574;-0.2332
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Kadang aku ngerasa nggak ada yang peduli sama aku, apa aku salah?;Enggak salah, itu cuma perasaan yang lagi muncul karena kamu mungkin lagi merasa sendiri. Tapi coba lihat, pasti ada orang atau momen kecil yang nunjukin mereka peduli. Apa ada yang bisa aku bantu untuk bikin kamu merasa lebih baik?;0.959;0.2131;0.6512;0.3078
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Aku ngerasa kecewa sama diri sendiri, apa yang harus aku lakuin?;Pertama, akui dulu perasaan itu, nggak apa-apa kok merasa kecewa. Tapi jangan lupa, kamu juga punya banyak hal baik yang udah kamu capai. Coba tulis satu hal yang kamu suka dari dirimu hari ini, boleh?;0.7202;0.3035;0.537;0.1832
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Kenapa aku susah banget nerima kegagalan?;Mungkin karena kamu ngerasa kegagalan itu bikin kamu kurang berharga, padahal itu cuma bagian dari proses. Bayangin, kalau anak kecil belajar jalan, dia jatuh berkali-kali, tapi tetep bangkit. Kamu juga bisa gitu. Apa kegagalan yang lagi bikin kamu susah move on?;0.8821;0.1637;0.5171;0.3649
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Aku ngerasa hidupku nggak berarti, apa aku aja yang berlebihan?;Enggak berlebihan, perasaan itu nyata buatmu. Tapi coba lihat dari sisi lain, hidupmu pasti punya makna buat seseorang atau sesuatu, meski kecil. Apa ada momen kecil yang bikin kamu merasa berarti akhir-akhir ini?;0.9154;0.2559;0.5205;0.395
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Aku takut banget sama masa depan, normal nggak sih?;Sangat normal! Masa depan itu kayak kabut, nggak jelas, makanya bikin takut. Tapi kamu nggak sendirian, banyak orang ngerasa gitu. Coba fokus ke satu langkah kecil yang bisa kamu ambil hari ini, apa kira-kira itu?;0.8335;0.2533;0.9548;-0.1213
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Aku ngerasa nggak pantas dicintai, kenapa gitu ya?;Itu bisa karena kamu terlalu fokus sama kekuranganmu, sampai lupa kalau kamu juga punya banyak kelebihan. Coba pikir, apa ada seseorang yang pernah nunjukin kasih sayang ke kamu? Itu bukti kamu pantas dicintai. Mau ceritain siapa orang itu?;0.8087;0.2345;0.429;0.3797
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Aku pengen minta maaf sama diri sendiri, tapi bingung caranya.;Bagus banget kamu punya niat gitu! Coba tulis surat pendek buat diri sendiri, bilang maaf atas apa yang kamu rasa udah bikin kamu terluka, terus kasih tahu kalau kamu mau lebih sayang ke diri sendiri. Mau coba sekarang? Aku bantu bikin draf kalau mau!;0.8198;0.1587;0.4623;0.3575
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Aku ngerasa stuck, kayak nggak bisa maju, apa yang salah sama aku?;Nggak ada yang salah sama kamu. Kadang hidup emang bikin kita ngerasa jalan di tempat. Coba inget, apa yang dulu bikin kamu semangat? Mungkin kita bisa mulai dari situ lagi, satu langkah kecil. Apa ide kamu?;0.8907;0.127;0.2372;0.6535
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Aku sering overthinking, gimana caranya berhenti?;Overthinking emang susah dilupain, tapi bisa dikurangin. Coba tarik napas dalam-dalam, terus tanya ke diri sendiri, ‘Apa yang bisa aku kendalikan sekarang?’ Fokus ke situ. Kalau masih susah, ceritain apa yang lagi bikin kamu overthinking, aku dengerin.;0.9783;0.1095;0.5758;0.4025
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Aku ngerasa nggak punya siapa-siapa, apa aku bakal gini selamanya?;Aku ngerti, rasa sepi itu berat. Tapi kamu nggak bakal gini selamanya, kok. Coba mulai dari hal kecil, seperti ngobrol sama seseorang yang kamu percaya atau ikut komunitas yang kamu suka. Ada nggak orang atau tempat yang pengen kamu dekati?;0.827;0.1683;0.4574;0.3697
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Aku pengen lebih sayang sama diri sendiri, tapi kok susah?;Itu proses, jadi wajar kalau susah di awal. Coba mulai dari hal kecil, misalnya kasih pujian ke diri sendiri setiap hari, atau lakuin sesuatu yang bikin kamu senang. Apa satu hal yang bisa kamu lakuin hari ini buat bikin diri kamu tersenyum?;0.7973;0.2225;0.5158;0.2815
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Aku ngerasa dunia ini kejam, gimana caranya tetep kuat?;Dunia emang kadang terasa berat, tapi kamu lebih kuat dari yang kamu kira. Coba cari satu hal yang bikin kamu merasa aman, seperti musik, jalan-jalan, atau ngobrol sama seseorang. Apa yang biasanya bikin kamu merasa tenang?;0.8763;0.3071;0.6928;0.1836
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Aku ngerasa nggak bisa ngelupain kesalahan masa lalu, apa yang harus aku lakuin?;Kesalahan masa lalu itu kayak bayangan, susah hilang tapi nggak harus ngatur hidupmu. Coba tulis apa yang kamu sesali, terus bilang ke diri sendiri, ‘Aku udah berusaha, sekarang waktunya move on.’ Mau coba ceritain satu kesalahan yang masih nempel?;0.8179;0.1892;0.5678;0.2501
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Aku ngerasa hidup ini nggak adil, kenapa aku yang selalu susah?;Aku ngerti, kadang hidup terasa nggak seimbang. Tapi coba lihat, di tengah susah, pasti ada momen kecil yang bikin kamu kuat. Apa satu hal yang bikin kamu bersyukur, sekecil apa pun?;0.8745;0.1337;0.6572;0.2173
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Aku ngerasa nggak punya tujuan hidup, apa aku aja yang bingung?;Enggak, banyak orang pernah ngerasa gitu. Tujuan hidup nggak harus besar, bisa mulai dari sesuatu yang bikin kamu penasaran atau senang. Apa ada hal kecil yang pengen kamu coba atau pelajari?;0.8542;0.2604;0.5914;0.2628
Seni Menyiksa Diri x Febriawan Jauhari-7-17;grok;Aku ngerasa capek banget sama hidup, apa aku boleh istirahat?;Boleh banget! Kamu nggak harus lari terus, kok. Istirahat itu penting buat nge-charge energi. Coba luangin waktu buat sesuatu yang bikin kamu rileks, seperti nonton film atau tidur siang. Apa yang pengen kamu lakuin buat istirahat?;0.8972;0.2261;0.4606;0.4367
